Acronym,Name,Download_Link
PW,Pathway Ontology,https://data.bioontology.org/ontologies/PW/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PP,Pipeline Patterns Ontology,https://data.bioontology.org/ontologies/PP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PR,Protein Ontology,https://data.bioontology.org/ontologies/PR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PO,Plant Ontology,https://data.bioontology.org/ontologies/PO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PE,Pulmonary Embolism Ontology,https://data.bioontology.org/ontologies/PE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PU,Test Dataset,https://data.bioontology.org/ontologies/PU/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ODAE,Ontology of Drug Adverse Events,https://data.bioontology.org/ontologies/ODAE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NGSONTO,NGS ontology,https://data.bioontology.org/ontologies/NGSONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NGBO,Next Generation Biobanking Ontology,https://data.bioontology.org/ontologies/NGBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DSIP7,DSIP_FieldLab_7,https://data.bioontology.org/ontologies/DSIP7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CRENO,"Culture, Race, Ethnicity and Nationality Ontology",https://data.bioontology.org/ontologies/CRENO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DDSS,Health_ontology,https://data.bioontology.org/ontologies/DDSS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DPCO,Diabetes Pharmacology Ontology,https://data.bioontology.org/ontologies/DPCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APATANDT,APA Tests and Testing cluster,https://data.bioontology.org/ontologies/APATANDT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBI,Ontology for Biomedical Investigations,https://data.bioontology.org/ontologies/OBI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBIB,Ontology for Biobanking,https://data.bioontology.org/ontologies/OBIB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CTO-NDD,Clinical Trials Ontology - Neurodegenerative Diseases,https://data.bioontology.org/ontologies/CTO-NDD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RB,RegenBase ontology,https://data.bioontology.org/ontologies/RB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RS,Rat Strain Ontology,https://data.bioontology.org/ontologies/RS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RO,Radiomics Ontology,https://data.bioontology.org/ontologies/RO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OGMD,Ontology of Glucose Metabolism Disorder,https://data.bioontology.org/ontologies/OGMD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OGMS,Ontology for General Medical Science,https://data.bioontology.org/ontologies/OGMS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
QUDT,"Quantities, Units, Dimensions, and Types Ontology",https://data.bioontology.org/ontologies/QUDT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
UMMS,FirstOntologyForUMMS,https://data.bioontology.org/ontologies/UMMS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TML,trasformative machine learning metadata,https://data.bioontology.org/ontologies/TML/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PEAO,Plant Experimental Assay Ontology,https://data.bioontology.org/ontologies/PEAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SOHO,Social Determinants of Health Ontology,https://data.bioontology.org/ontologies/SOHO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PE-O,Pre-eclampsia Ontology,https://data.bioontology.org/ontologies/PE-O/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBOE,The Extensible Observation Ontology,https://data.bioontology.org/ontologies/OBOE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEICBEER,The NeIC PaRI beer vocabulary,https://data.bioontology.org/ontologies/NEICBEER/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LIB,MWS-WSM,https://data.bioontology.org/ontologies/LIB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AMINO-ACID,Amino Acid Ontology,https://data.bioontology.org/ontologies/AMINO-ACID/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CMDO,Clinical MetaData Ontology,https://data.bioontology.org/ontologies/CMDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTODT,Ontology of Datatypes,https://data.bioontology.org/ontologies/ONTODT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HHEARVS,HHEAR Value Sets,https://data.bioontology.org/ontologies/HHEARVS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SASAP,The State of Alaska's Salmon and People Ontology,https://data.bioontology.org/ontologies/SASAP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OCCO,Occupation Ontology,https://data.bioontology.org/ontologies/OCCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ORTH,Orthology Ontology,https://data.bioontology.org/ontologies/ORTH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCTT,Behaviour Change Technique Taxonomy,https://data.bioontology.org/ontologies/BCTT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GNO,Glycan Naming Ontology,https://data.bioontology.org/ontologies/GNO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIVHPVSCHISTOSOM,HIVHPVSchistosomiasis,https://data.bioontology.org/ontologies/HIVHPVSCHISTOSOM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IOBC,Interlinking Ontology for Biological Concepts,https://data.bioontology.org/ontologies/IOBC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FAST-EVENT,FAST (Faceted Application of Subject Terminology) Event,https://data.bioontology.org/ontologies/FAST-EVENT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NIO,Neuropsychological Integrative Ontology,https://data.bioontology.org/ontologies/NIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CMPO,Cellular microscopy phenotype ontology,https://data.bioontology.org/ontologies/CMPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GSSO,"Gender, Sex, and Sexual Orientation Ontology",https://data.bioontology.org/ontologies/GSSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HPIO,Host Pathogen Interactions Ontology,https://data.bioontology.org/ontologies/HPIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GLYCORDF,GlycoRDF,https://data.bioontology.org/ontologies/GLYCORDF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SYRIANDRUGS,Syrian Drugs and medicines,https://data.bioontology.org/ontologies/SYRIANDRUGS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MFMO,Mammalian Feeding Muscle Ontology,https://data.bioontology.org/ontologies/MFMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SIBO,Social Insect Behavior Ontology,https://data.bioontology.org/ontologies/SIBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ECO,Evidence and Conclusion Ontology,https://data.bioontology.org/ontologies/ECO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IPD,injury process description ontology,https://data.bioontology.org/ontologies/IPD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VIVO,VIVO Ontology for Researcher Discovery,https://data.bioontology.org/ontologies/VIVO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MADS-RDF,Metadata Authority Description Schema in RDF,https://data.bioontology.org/ontologies/MADS-RDF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SIO,Semanticscience Integrated Ontology,https://data.bioontology.org/ontologies/SIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
UO,Units of Measurement Ontology,https://data.bioontology.org/ontologies/UO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EHDAA,"Human Developmental Anatomy Ontology, abstract version 1",https://data.bioontology.org/ontologies/EHDAA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EHDAA2,"Human Developmental Anatomy Ontology, abstract version 2",https://data.bioontology.org/ontologies/EHDAA2/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RSA,Reference Sequence Annotation,https://data.bioontology.org/ontologies/RSA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TTO,Teleost Taxonomy Ontology,https://data.bioontology.org/ontologies/TTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TEMPO,TempO,https://data.bioontology.org/ontologies/TEMPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICD-O-3,"International Classification of Diseases for Oncology, 3rd edition",https://data.bioontology.org/ontologies/ICD-O-3/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SEP,Sample Processing and Separation Techniques Ontology,https://data.bioontology.org/ontologies/SEP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DREAMDNPTO,Dementia-Related Emotional And Mood Disturbance Non-Pharmacological Treatment Ontology,https://data.bioontology.org/ontologies/DREAMDNPTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NPI,Non-Pharmacological Interventions (NPIs),https://data.bioontology.org/ontologies/NPI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BFLC,LC BIBFRAME 2.0 Vocabulary Extension,https://data.bioontology.org/ontologies/BFLC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HHEAR,Human Health Exposure Analysis Resource,https://data.bioontology.org/ontologies/HHEAR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HHEARP,HHEAR Properties,https://data.bioontology.org/ontologies/HHEARP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SARSMUTONTO,Ontology for SARS-CoV-2  lineages and mutations,https://data.bioontology.org/ontologies/SARSMUTONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ECP,Electronic Care Plan,https://data.bioontology.org/ontologies/ECP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CARO,Common Anatomy Reference Ontology,https://data.bioontology.org/ontologies/CARO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCSR-ONTO,Breast cancer screening recommendation ontology,https://data.bioontology.org/ontologies/BCSR-ONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LPT,Livestock Product Trait Ontology,https://data.bioontology.org/ontologies/LPT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SCHEMA,Schema.org core and all extension vocabularies,https://data.bioontology.org/ontologies/SCHEMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ORCS,Ontology for Representing CDM Semantics,https://data.bioontology.org/ontologies/ORCS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GENAI,Generative AI Ontology,https://data.bioontology.org/ontologies/GENAI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NBO,Neuro Behavior Ontology,https://data.bioontology.org/ontologies/NBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHARMGKB,PharmGKB Ontology,https://data.bioontology.org/ontologies/PHARMGKB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GDMT,Generic Dataset Metadata Template Vocabulary,https://data.bioontology.org/ontologies/GDMT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BSPO,Spatial Ontology,https://data.bioontology.org/ontologies/BSPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OMRSE,Ontology for Modeling and Representation of Social Entities,https://data.bioontology.org/ontologies/OMRSE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BHO,Bleeding History Phenotype Ontology,https://data.bioontology.org/ontologies/BHO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CDO,Chinese Diabetes Mellitus Ontology,https://data.bioontology.org/ontologies/CDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CDOH,Commercial determinant of Health Ontology,https://data.bioontology.org/ontologies/CDOH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADICAP,Association pour le Développement de l'Informatique en Cytologie et Anatomie Pathologique,https://data.bioontology.org/ontologies/ADICAP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COHSI2TERMSWEEKX,cohsi2termsweekx,https://data.bioontology.org/ontologies/COHSI2TERMSWEEKX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MAXO,Medical Action Ontology,https://data.bioontology.org/ontologies/MAXO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CAO,Clusters of Orthologous Groups (COG) Analysis Ontology,https://data.bioontology.org/ontologies/CAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DMTO,Diabetes Mellitus Treatment Ontology,https://data.bioontology.org/ontologies/DMTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TM-MER,Traditional Medicine Meridian Value Sets,https://data.bioontology.org/ontologies/TM-MER/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MAMO-SCR-ONTO,Mammography Screening Ontology,https://data.bioontology.org/ontologies/MAMO-SCR-ONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OMO,OBO Metadata Ontology,https://data.bioontology.org/ontologies/OMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
UNITSONT,Units Ontology,https://data.bioontology.org/ontologies/UNITSONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COMET,LinkML Common Metadata Elements and Terms,https://data.bioontology.org/ontologies/COMET/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BERO,Biological and Environmental Research Ontology,https://data.bioontology.org/ontologies/BERO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DRMO,Dental Restorative Material Ontology,https://data.bioontology.org/ontologies/DRMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ASSAYNODE,Assaynode,https://data.bioontology.org/ontologies/ASSAYNODE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEIC-ONTO,Unoffical NeIC Organisation Vocabulary,https://data.bioontology.org/ontologies/NEIC-ONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NIC,Nursing Interventions Classification,https://data.bioontology.org/ontologies/NIC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EFO,Experimental Factor Ontology,https://data.bioontology.org/ontologies/EFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CONTSONTO,Continuity of care,https://data.bioontology.org/ontologies/CONTSONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MOMCARE,MomCareVocabulary,https://data.bioontology.org/ontologies/MOMCARE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HINO,Human Interaction Network Ontology,https://data.bioontology.org/ontologies/HINO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PEO_ONTOLOGY,Prompt Engineering Ontology,https://data.bioontology.org/ontologies/PEO_ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PCL,Provisional Cell Ontology,https://data.bioontology.org/ontologies/PCL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OOSTT,Ontology of Organizational Structures of Trauma centers and Trauma systems,https://data.bioontology.org/ontologies/OOSTT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115SRS,ISO 19115 Reference Systems,https://data.bioontology.org/ontologies/ISO19115SRS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115TCC,ISO 19115 Topic Categories,https://data.bioontology.org/ontologies/ISO19115TCC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M-21-VARIABLES,M4M.21 FAIRWare Variables,https://data.bioontology.org/ontologies/M4M-21-VARIABLES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FOODON,The FoodOn Food Ontology,https://data.bioontology.org/ontologies/FOODON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PBPKO,Physiologically Based Pharmacokinetic ontology,https://data.bioontology.org/ontologies/PBPKO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TRAK,Taxonomy for Rehabilitation of Knee Conditions,https://data.bioontology.org/ontologies/TRAK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
KENYAANC,kenyaancfile,https://data.bioontology.org/ontologies/KENYAANC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INBIODIV,An Ontology for Indian Biodiversity Knowledge Management,https://data.bioontology.org/ontologies/INBIODIV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FMA,Foundational Model of Anatomy,https://data.bioontology.org/ontologies/FMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CANONT,Upper-Level Cancer Ontology ,https://data.bioontology.org/ontologies/CANONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCAT3,DCAT3,https://data.bioontology.org/ontologies/DCAT3/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBI_BCGO,Beta Cell Genomics Ontology,https://data.bioontology.org/ontologies/OBI_BCGO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M-21-SUBJECTS,M4M.21 FAIRWare Subjects,https://data.bioontology.org/ontologies/M4M-21-SUBJECTS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIO,Hearing Impairment Ontology,https://data.bioontology.org/ontologies/HIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPTION-ONTOLOGY,Optimization Algorithm Benchmarking Ontology,https://data.bioontology.org/ontologies/OPTION-ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MFO,Medaka Fish Anatomy and Development Ontology,https://data.bioontology.org/ontologies/MFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PDUMDV,Platynereis Developmental Stages,https://data.bioontology.org/ontologies/PDUMDV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VRD,Vaccineresearchdata,https://data.bioontology.org/ontologies/VRD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCS8,Breast Cancer Staging - 8th Edition,https://data.bioontology.org/ontologies/BCS8/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCS7,Breast Cancer Staging - 7th Edition,https://data.bioontology.org/ontologies/BCS7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VIVO-ISF,VIVO-Integrated Semantic Framework,https://data.bioontology.org/ontologies/VIVO-ISF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ASPECT,"ASPECT: wind energy vAriableS, ParametErs and ConsTants",https://data.bioontology.org/ontologies/ASPECT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BRAZI,"Estados, Municipios, Bairros e Regiões do Brasil",https://data.bioontology.org/ontologies/BRAZI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCI-O,Brain-Computer Interaction (BCI) Ontology,https://data.bioontology.org/ontologies/BCI-O/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICPC2P,International Classification of Primary Care - 2 PLUS,https://data.bioontology.org/ontologies/ICPC2P/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DSEO,Data Science Education Ontology,https://data.bioontology.org/ontologies/DSEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HO,Histological Ontology,https://data.bioontology.org/ontologies/HO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HW,wsm,https://data.bioontology.org/ontologies/HW/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HP,Human Phenotype Ontology,https://data.bioontology.org/ontologies/HP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HC,Habronattus Courtship Ontology,https://data.bioontology.org/ontologies/HC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NIFDYS,Neuroscience Information Framework (NIF) Dysfunction Ontlogy,https://data.bioontology.org/ontologies/NIFDYS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OCO,OpenCareOntology ,https://data.bioontology.org/ontologies/OCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APAEDUCLUSTER,Educational Cluster,https://data.bioontology.org/ontologies/APAEDUCLUSTER/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PROJ,Project ontology,https://data.bioontology.org/ontologies/PROJ/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HANCESTRO,Human Ancestry Ontology,https://data.bioontology.org/ontologies/HANCESTRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZAHRAHADDAD,ارتباطات,https://data.bioontology.org/ontologies/ZAHRAHADDAD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HSO,Health Surveillance Ontology,https://data.bioontology.org/ontologies/HSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
QUDT2,"Quantities, Units, Dimensions and Types (QUDT) Schema - Version 2.0",https://data.bioontology.org/ontologies/QUDT2/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GMM,GoMapMan,https://data.bioontology.org/ontologies/GMM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MY_SYRIANCINEMA,MWS-WSM Syrian Cinema Ontology,https://data.bioontology.org/ontologies/MY_SYRIANCINEMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
REPRODUCE-ME,REPRODUCE-ME,https://data.bioontology.org/ontologies/REPRODUCE-ME/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCCDFV,Dublin Core Collection Description Frequency Vocabulary,https://data.bioontology.org/ontologies/DCCDFV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PREMEDONTO,Precision Medicine Ontology,https://data.bioontology.org/ontologies/PREMEDONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NONRCTO,Non-Randomized Controlled Trials Ontology,https://data.bioontology.org/ontologies/NONRCTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOSIM,The Ontology of Information System on Mortality,https://data.bioontology.org/ontologies/ONTOSIM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZONMW-CONTENT,ZonMW COVID-19,https://data.bioontology.org/ontologies/ZONMW-CONTENT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APATREATMENT,APA Treatment Cluster,https://data.bioontology.org/ontologies/APATREATMENT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MELO,Melanoma Ontology,https://data.bioontology.org/ontologies/MELO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CHEMINF,Chemical Information Ontology,https://data.bioontology.org/ontologies/CHEMINF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NDFRT,National Drug File - Reference Terminology,https://data.bioontology.org/ontologies/NDFRT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GLYCOCOO,GlycoConjugate Ontology,https://data.bioontology.org/ontologies/GLYCOCOO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M19-SUBS,M4M19 Subjects,https://data.bioontology.org/ontologies/M4M19-SUBS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISSVA,International Society for the Study of Vascular Anomalies (ISSVA) Ontology,https://data.bioontology.org/ontologies/ISSVA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHFUMIADO,Phallusia fumigata Anatomy and Development Ontology,https://data.bioontology.org/ontologies/PHFUMIADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LHN,Loggerhead Nesting Ontology,https://data.bioontology.org/ontologies/LHN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PATEL,Archana Patel,https://data.bioontology.org/ontologies/PATEL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EVI,Evidence Graph Ontology,https://data.bioontology.org/ontologies/EVI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTODM-CORE,Ontology of Core Data Mining Entities,https://data.bioontology.org/ontologies/ONTODM-CORE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DSIP8,DSIP8REFUGEE,https://data.bioontology.org/ontologies/DSIP8/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AGROMOP,Control de Cacao,https://data.bioontology.org/ontologies/AGROMOP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RETO,Regulation of Transcription Ontology,https://data.bioontology.org/ontologies/RETO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SCO_F23,Syrian Cinema Ontology - ahmad - F23,https://data.bioontology.org/ontologies/SCO_F23/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MESH,Medical Subject Headings,https://data.bioontology.org/ontologies/MESH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICEO,Integrative and Conjugative Element Ontology,https://data.bioontology.org/ontologies/ICEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ROCKNROLLTEST,ROCK-N-ROLL-TEST,https://data.bioontology.org/ontologies/ROCKNROLLTEST/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HCM-D,Home Cage Monitoring definition,https://data.bioontology.org/ontologies/HCM-D/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VBO,Vertebrate Breed Ontology,https://data.bioontology.org/ontologies/VBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PCO,Population and Community Ontology,https://data.bioontology.org/ontologies/PCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FITBIT,Fitbit Vocabulary,https://data.bioontology.org/ontologies/FITBIT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
