title,id,keywords,description,url,sub classification,owl link,License URL,Record Count,,,,,,,,url
Nanbyo Disease Ontology,NANDO,,,https://bioportal.bioontology.org/ontologies/NANDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NANDO
PLOS Thesaurus,PLOSTHES,,,https://bioportal.bioontology.org/ontologies/PLOSTHES,,,,,,,,,,,,https://data.bioontology.org/ontologies/PLOSTHES
Geographical Entity Ontology,GEO,,,https://bioportal.bioontology.org/ontologies/GEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GEO
go-plus,GO-PLUS,,,https://bioportal.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,https://data.bioontology.org/ontologies/GO-PLUS
WEAR: Wind Energy mAteRials Taxonomy,WEAR,,,https://bioportal.bioontology.org/ontologies/WEAR,,,,,,,,,,,,https://data.bioontology.org/ontologies/WEAR
DATACITE V4.4,DATACITE-VOCAB,,,https://bioportal.bioontology.org/ontologies/DATACITE-VOCAB,,,,,,,,,,,,https://data.bioontology.org/ontologies/DATACITE-VOCAB
VODANA MIGRANTS VOCABULARY,VODANA-MIGRANTS,,,https://bioportal.bioontology.org/ontologies/VODANA-MIGRANTS,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANA-MIGRANTS
Material Mineral,MINERAL,,,https://bioportal.bioontology.org/ontologies/MINERAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/MINERAL
Confidence Information Ontology,CIO,,,https://bioportal.bioontology.org/ontologies/CIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CIO
Chronic Kidney Disease Ontology,CKDO,,,https://bioportal.bioontology.org/ontologies/CKDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CKDO
HierarchicalDMProcessOnto,HDMPONTO,,,https://bioportal.bioontology.org/ontologies/HDMPONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HDMPONTO
Ontology for Newborn Screening Follow-up and Translational Research,ONSTR,,,https://bioportal.bioontology.org/ontologies/ONSTR,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONSTR
HGeneCodonOntology,HCODONONT,,,https://bioportal.bioontology.org/ontologies/HCODONONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/HCODONONT
VODANA-COVIDTERMS,VODANACOVID,,,https://bioportal.bioontology.org/ontologies/VODANACOVID,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANACOVID
TEST_A,TEST_A,,,https://bioportal.bioontology.org/ontologies/TEST_A,,,,,,,,,,,,https://data.bioontology.org/ontologies/TEST_A
Prostate Cancer Lifestyle Ontology,PCALION,,,https://bioportal.bioontology.org/ontologies/PCALION,,,,,,,,,,,,https://data.bioontology.org/ontologies/PCALION
Healthcare Common Procedure Coding System,HCPCS,,,https://bioportal.bioontology.org/ontologies/HCPCS,,,,,,,,,,,,https://data.bioontology.org/ontologies/HCPCS
Monogenean Ontology,MONO,,,https://bioportal.bioontology.org/ontologies/MONO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MONO
Macroalgae Traits Thesaurus,MACROALGAETRAITS,,,https://bioportal.bioontology.org/ontologies/MACROALGAETRAITS,,,,,,,,,,,,https://data.bioontology.org/ontologies/MACROALGAETRAITS
The MOSAiC Ontology,MOSAIC,,,https://bioportal.bioontology.org/ontologies/MOSAIC,,,,,,,,,,,,https://data.bioontology.org/ontologies/MOSAIC
Bone and Cartilage Tissue Engineering Ontology,BCTEO,,,https://bioportal.bioontology.org/ontologies/BCTEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCTEO
Parasite Experiment Ontology,PEO,,,https://bioportal.bioontology.org/ontologies/PEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PEO
Nurse triage,TRIAGE,,,https://bioportal.bioontology.org/ontologies/TRIAGE,,,,,,,,,,,,https://data.bioontology.org/ontologies/TRIAGE
Bioinformatics Web Service Ontology,OBIWS,,,https://bioportal.bioontology.org/ontologies/OBIWS,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBIWS
Pathogen Host Interaction Phenotype Ontology,PHIPO,,,https://bioportal.bioontology.org/ontologies/PHIPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHIPO
Social Prescribing Ontology,SOCPRES,,,https://bioportal.bioontology.org/ontologies/SOCPRES,,,,,,,,,,,,https://data.bioontology.org/ontologies/SOCPRES
MultiCaRe Taxonomy,MCR_TX,,,https://bioportal.bioontology.org/ontologies/MCR_TX,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCR_TX
SmartPITeS Proyect Ontology for Complex Chronic Patients,SP_ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/SP_ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/SP_ONTOLOGY
"Ontology of amyotrophic  lateral sclerosis, social module",ONTOPARON_SOCIAL,,,https://bioportal.bioontology.org/ontologies/ONTOPARON_SOCIAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOPARON_SOCIAL
Model Card Report Ontology,MCRO,,,https://bioportal.bioontology.org/ontologies/MCRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCRO
Situation-Based Access Control Ontology,SITBAC,,,https://bioportal.bioontology.org/ontologies/SITBAC,,,,,,,,,,,,https://data.bioontology.org/ontologies/SITBAC
Plant Anatomy,PAE,,,https://bioportal.bioontology.org/ontologies/PAE,,,,,,,,,,,,https://data.bioontology.org/ontologies/PAE
Neurodegenerative Disease Data Ontology,NDDO,,,https://bioportal.bioontology.org/ontologies/NDDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NDDO
National Drug Data File,NDDF,,,https://bioportal.bioontology.org/ontologies/NDDF,,,,,,,,,,,,https://data.bioontology.org/ontologies/NDDF
SELECTED OTHER PRIORITY DISEASES UNDER IDSR (INTEGRATED DISEASE SURVEILLANCE AND RESPONSES),OPD-NAMBOBI,,,https://bioportal.bioontology.org/ontologies/OPD-NAMBOBI,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPD-NAMBOBI
Sickle Cell Disease Ontology,SCDO,,,https://bioportal.bioontology.org/ontologies/SCDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SCDO
Livestock Breed Ontology,LBO,,,https://bioportal.bioontology.org/ontologies/LBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/LBO
Anatomic Ontology for Mouse Lung Maturation,LUNGMAP-MOUSE,,,https://bioportal.bioontology.org/ontologies/LUNGMAP-MOUSE,,,,,,,,,,,,https://data.bioontology.org/ontologies/LUNGMAP-MOUSE
Study Cohort Ontology,SCO,,,https://bioportal.bioontology.org/ontologies/SCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SCO
Bone Dysplasia Ontology,BDO,,,https://bioportal.bioontology.org/ontologies/BDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BDO
Cancer Chemoprevention Ontology,CANCO,,,https://bioportal.bioontology.org/ontologies/CANCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CANCO
INCENTIVE Community Controlled Vocabulary,INCENTIVE,,,https://bioportal.bioontology.org/ontologies/INCENTIVE,,,,,,,,,,,,https://data.bioontology.org/ontologies/INCENTIVE
"OntoPsychia, social module",ONTOPSYCHIA,,,https://bioportal.bioontology.org/ontologies/ONTOPSYCHIA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOPSYCHIA
MultiCaRe Taxonomy (ML Labels),ML_MCR_TX,,,https://bioportal.bioontology.org/ontologies/ML_MCR_TX,,,,,,,,,,,,https://data.bioontology.org/ontologies/ML_MCR_TX
The Drug-Drug Interactions Ontology,DINTO,,,https://bioportal.bioontology.org/ontologies/DINTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DINTO
National Institutes of Health Stroke Scale Ontology,NIHSS,,,https://bioportal.bioontology.org/ontologies/NIHSS,,,,,,,,,,,,https://data.bioontology.org/ontologies/NIHSS
Ontology for Parasite LifeCycle,OPL,,,https://bioportal.bioontology.org/ontologies/OPL,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPL
Ascomycete Phenotype Ontology,APO,,,https://bioportal.bioontology.org/ontologies/APO,,,,,,,,,,,,https://data.bioontology.org/ontologies/APO
Mouse Pathology Ontology,MPATH,,,https://bioportal.bioontology.org/ontologies/MPATH,,,,,,,,,,,,https://data.bioontology.org/ontologies/MPATH
Mouse Developmental Stages,MMUSDV,,,https://bioportal.bioontology.org/ontologies/MMUSDV,,,,,,,,,,,,https://data.bioontology.org/ontologies/MMUSDV
Vertebrate Taxonomy Ontology,VTO,,,https://bioportal.bioontology.org/ontologies/VTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/VTO
Radiation Oncology Structures Ontology,ROS,,,https://bioportal.bioontology.org/ontologies/ROS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ROS
Allergy Detector II,ALLERGYDETECTOR,,,https://bioportal.bioontology.org/ontologies/ALLERGYDETECTOR,,,,,,,,,,,,https://data.bioontology.org/ontologies/ALLERGYDETECTOR
MHC Restriction Ontology,MHCRO,,,https://bioportal.bioontology.org/ontologies/MHCRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MHCRO
Genotype Ontology,GENO,,,https://bioportal.bioontology.org/ontologies/GENO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GENO
Dispedia Core Ontology,DCO,,,https://bioportal.bioontology.org/ontologies/DCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCO
NHS Quality Indicators,NHSQI2009,,,https://bioportal.bioontology.org/ontologies/NHSQI2009,,,,,,,,,,,,https://data.bioontology.org/ontologies/NHSQI2009
Holistic Ontology of Rare Diseases,HORD,,,https://bioportal.bioontology.org/ontologies/HORD,,,,,,,,,,,,https://data.bioontology.org/ontologies/HORD
Human-Aware Science Ontology,HASCO,,,https://bioportal.bioontology.org/ontologies/HASCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HASCO
MIAPA Ontology,MIAPA,,,https://bioportal.bioontology.org/ontologies/MIAPA,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIAPA
"Thesaurus for long-term ecological research, monitoring, experiments",ENVTHES,,,https://bioportal.bioontology.org/ontologies/ENVTHES,,,,,,,,,,,,https://data.bioontology.org/ontologies/ENVTHES
GeoSPARQL,GEOSPARQL,,,https://bioportal.bioontology.org/ontologies/GEOSPARQL,,,,,,,,,,,,https://data.bioontology.org/ontologies/GEOSPARQL
Mosquito Vector Association Ontology with Biocontrol Agents,MVAONT,,,https://bioportal.bioontology.org/ontologies/MVAONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/MVAONT
Role Ontology,ROLEO,,,https://bioportal.bioontology.org/ontologies/ROLEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ROLEO
apalegal,LEGALAPATEST2,,,https://bioportal.bioontology.org/ontologies/LEGALAPATEST2,,,,,,,,,,,,https://data.bioontology.org/ontologies/LEGALAPATEST2
Modern Science Ontology,MODSCI,,,https://bioportal.bioontology.org/ontologies/MODSCI,,,,,,,,,,,,https://data.bioontology.org/ontologies/MODSCI
Ontology of Vaccine Adverse Events,OVAE,,,https://bioportal.bioontology.org/ontologies/OVAE,,,,,,,,,,,,https://data.bioontology.org/ontologies/OVAE
Control y Monitoreo de afecciones en los cultivos,AGROCYMAC,,,https://bioportal.bioontology.org/ontologies/AGROCYMAC,,,,,,,,,,,,https://data.bioontology.org/ontologies/AGROCYMAC
COVID-19 Common Datamodel,GECCO,,,https://bioportal.bioontology.org/ontologies/GECCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GECCO
LSFC,LSFC,,,https://bioportal.bioontology.org/ontologies/LSFC,,,,,,,,,,,,https://data.bioontology.org/ontologies/LSFC
Lifestyle Factor Ontology,LSFO,,,https://bioportal.bioontology.org/ontologies/LSFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/LSFO
HMIS LAB 011 5,HMISLAB0115,,,https://bioportal.bioontology.org/ontologies/HMISLAB0115,,,,,,,,,,,,https://data.bioontology.org/ontologies/HMISLAB0115
Pregnancy Information Needs Ontology,PINO,,,https://bioportal.bioontology.org/ontologies/PINO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PINO
FOBI (Food-Biomarker Ontology),FOBI,,,https://bioportal.bioontology.org/ontologies/FOBI,,,,,,,,,,,,https://data.bioontology.org/ontologies/FOBI
Myocardial Infarction Ontology,MIO,,,https://bioportal.bioontology.org/ontologies/MIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIO
Homo sapiens Chromosomal Location Ontology for GRCh38,HSCLO38,,,https://bioportal.bioontology.org/ontologies/HSCLO38,,,,,,,,,,,,https://data.bioontology.org/ontologies/HSCLO38
Library of Congress Genre/Form Thesaurus for Library and Archival Materials,LCGFT,,,https://bioportal.bioontology.org/ontologies/LCGFT,,,,,,,,,,,,https://data.bioontology.org/ontologies/LCGFT
NOMEN - A nomenclatural ontology for biological names,NOMEN,,,https://bioportal.bioontology.org/ontologies/NOMEN,,,,,,,,,,,,https://data.bioontology.org/ontologies/NOMEN
Infrastructure,INFRA-EN,,,https://bioportal.bioontology.org/ontologies/INFRA-EN,,,,,,,,,,,,https://data.bioontology.org/ontologies/INFRA-EN
Lepidoptera Anatomy Ontology,LEPAO,,,https://bioportal.bioontology.org/ontologies/LEPAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/LEPAO
Knowledge Object Reference Ontology,KORO,,,https://bioportal.bioontology.org/ontologies/KORO,,,,,,,,,,,,https://data.bioontology.org/ontologies/KORO
Ethnicity Ontoloy,EO,,,https://bioportal.bioontology.org/ontologies/EO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EO
Cardiac Electrophysiology Ontology,EP,,,https://bioportal.bioontology.org/ontologies/EP,,,,,,,,,,,,https://data.bioontology.org/ontologies/EP
Environment Ontology for Livestock,EOL,,,https://bioportal.bioontology.org/ontologies/EOL,,,,,,,,,,,,https://data.bioontology.org/ontologies/EOL
Botryllus schlosseri anatomy and development ontology,BSAO,,,https://bioportal.bioontology.org/ontologies/BSAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BSAO
Gazetteer,GAZ,,,https://bioportal.bioontology.org/ontologies/GAZ,,,,,,,,,,,,https://data.bioontology.org/ontologies/GAZ
Human Physiology Simulation Ontology,HUPSON,,,https://bioportal.bioontology.org/ontologies/HUPSON,,,,,,,,,,,,https://data.bioontology.org/ontologies/HUPSON
FARMACI AIFA,FARMACI,,,https://bioportal.bioontology.org/ontologies/FARMACI,,,,,,,,,,,,https://data.bioontology.org/ontologies/FARMACI
Oualid,TP4,,,https://bioportal.bioontology.org/ontologies/TP4,,,,,,,,,,,,https://data.bioontology.org/ontologies/TP4
Artificial Intelligence,AI,,,https://bioportal.bioontology.org/ontologies/AI,,,,,,,,,,,,https://data.bioontology.org/ontologies/AI
Asthma Ontology,AO,,,https://bioportal.bioontology.org/ontologies/AO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AO
mass spectrometry cross-linking and derivatization reagents,XLMOD,,,https://bioportal.bioontology.org/ontologies/XLMOD,,,,,,,,,,,,https://data.bioontology.org/ontologies/XLMOD
Surgical Secondary Events,SSE,,,https://bioportal.bioontology.org/ontologies/SSE,,,,,,,,,,,,https://data.bioontology.org/ontologies/SSE
PGHD Auxillary - BP,PGHD-BP,,,https://bioportal.bioontology.org/ontologies/PGHD-BP,,,,,,,,,,,,https://data.bioontology.org/ontologies/PGHD-BP
Exposure Value Set,EVS,,,https://bioportal.bioontology.org/ontologies/EVS,,,,,,,,,,,,https://data.bioontology.org/ontologies/EVS
Interviewee Type,INTVEETYPE,,,https://bioportal.bioontology.org/ontologies/INTVEETYPE,,,,,,,,,,,,https://data.bioontology.org/ontologies/INTVEETYPE
Homelessness and Clinical Data Recording,HCDR,,,https://bioportal.bioontology.org/ontologies/HCDR,,,,,,,,,,,,https://data.bioontology.org/ontologies/HCDR
"Mouse gross anatomy and development, timed",EMAPA,,,https://bioportal.bioontology.org/ontologies/EMAPA,,,,,,,,,,,,https://data.bioontology.org/ontologies/EMAPA
ISO-15926-2_2003_inverseRoles,INVERSEROLES,,,https://bioportal.bioontology.org/ontologies/INVERSEROLES,,,,,,,,,,,,https://data.bioontology.org/ontologies/INVERSEROLES
Presence Ontology,PREO,,,https://bioportal.bioontology.org/ontologies/PREO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PREO
International Classification of Diseases Ontology,ICDO,,,https://bioportal.bioontology.org/ontologies/ICDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICDO
Feature Annotation Location Description Ontology ,FALDO,,,https://bioportal.bioontology.org/ontologies/FALDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FALDO
I-ADOPT Framework Ontology,I-ADOPT,,,https://bioportal.bioontology.org/ontologies/I-ADOPT,,,,,,,,,,,,https://data.bioontology.org/ontologies/I-ADOPT
Hypertension Ontology,HTN,,,https://bioportal.bioontology.org/ontologies/HTN,,,,,,,,,,,,https://data.bioontology.org/ontologies/HTN
Combined Ontology for Inflammatory Diseases,COID,,,https://bioportal.bioontology.org/ontologies/COID,,,,,,,,,,,,https://data.bioontology.org/ontologies/COID
Chemical Methods Ontology,CHMO,,,https://bioportal.bioontology.org/ontologies/CHMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHMO
Machine Learning Methodology Taxonomy Mapping,MLTX,,,https://bioportal.bioontology.org/ontologies/MLTX,,,,,,,,,,,,https://data.bioontology.org/ontologies/MLTX
Infectious Disease Ontology,IDO,,,https://bioportal.bioontology.org/ontologies/IDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/IDO
Pseudogene,pseudo,,,https://bioportal.bioontology.org/ontologies/pseudo,,,,,,,,,,,,https://data.bioontology.org/ontologies/pseudo
Apollo Structured Vocabulary,APOLLO-SV,,,https://bioportal.bioontology.org/ontologies/APOLLO-SV,,,,,,,,,,,,https://data.bioontology.org/ontologies/APOLLO-SV
Dermatology Lexicon,DERMLEX,,,https://bioportal.bioontology.org/ontologies/DERMLEX,,,,,,,,,,,,https://data.bioontology.org/ontologies/DERMLEX
Imaging Biomarker Ontology,IBO,,,https://bioportal.bioontology.org/ontologies/IBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/IBO
PhenX Phenotypic Terms,PHENX,,,https://bioportal.bioontology.org/ontologies/PHENX,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHENX
AGRonomy Ontology,AGRO,,,https://bioportal.bioontology.org/ontologies/AGRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AGRO
Syrian Movies Ontology,SMO,,,https://bioportal.bioontology.org/ontologies/SMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SMO
APA Statistical Cluster,APASTATISTICAL,,,https://bioportal.bioontology.org/ontologies/APASTATISTICAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/APASTATISTICAL
DICOM Controlled Terminology,DCM,,,https://bioportal.bioontology.org/ontologies/DCM,,,,,,,,,,,,https://data.bioontology.org/ontologies/DCM
The Echinoderm Anatomy and Development Ontology,ECAO,,,https://bioportal.bioontology.org/ontologies/ECAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECAO
postpartum depression ontology,PARTUMDO,,,https://bioportal.bioontology.org/ontologies/PARTUMDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PARTUMDO
Gene Regulation Ontology,GRO,,,https://bioportal.bioontology.org/ontologies/GRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GRO
Material Rock,MATRROCK,,,https://bioportal.bioontology.org/ontologies/MATRROCK,,,,,,,,,,,,https://data.bioontology.org/ontologies/MATRROCK
STress ONtoloGy,STRONG,,,https://bioportal.bioontology.org/ontologies/STRONG,,,,,,,,,,,,https://data.bioontology.org/ontologies/STRONG
Adherence and Integrated Care,ADHER_INTCARE_EN,,,https://bioportal.bioontology.org/ontologies/ADHER_INTCARE_EN,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADHER_INTCARE_EN
Ontology of Pneumology,ONTOPNEUMO,,,https://bioportal.bioontology.org/ontologies/ONTOPNEUMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOPNEUMO
Mosquito Insecticide Resistance,MIRO,,,https://bioportal.bioontology.org/ontologies/MIRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIRO
Major Histocompatibility Complex Ontology,MHC,,,https://bioportal.bioontology.org/ontologies/MHC,,,,,,,,,,,,https://data.bioontology.org/ontologies/MHC
Sustainability Core Ontology,SCO_V1,,,https://bioportal.bioontology.org/ontologies/SCO_V1,,,,,,,,,,,,https://data.bioontology.org/ontologies/SCO_V1
"Ontology of Amyotrophic Lateral Sclerosis, all modules",ONTOPARON,,,https://bioportal.bioontology.org/ontologies/ONTOPARON,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOPARON
"International Classification of Diseases, Version 10",ICD10,,,https://bioportal.bioontology.org/ontologies/ICD10,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICD10
Subcellular Anatomy Ontology,SAO,,,https://bioportal.bioontology.org/ontologies/SAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SAO
FIELDLAB3_2023_2,FLDLB3,,,https://bioportal.bioontology.org/ontologies/FLDLB3,,,,,,,,,,,,https://data.bioontology.org/ontologies/FLDLB3
Tribolium Ontology,TRON,,,https://bioportal.bioontology.org/ontologies/TRON,,,,,,,,,,,,https://data.bioontology.org/ontologies/TRON
naava,KUSIIMA,,,https://bioportal.bioontology.org/ontologies/KUSIIMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/KUSIIMA
Just Enough Results Model Ontology,JERM,,,https://bioportal.bioontology.org/ontologies/JERM,,,,,,,,,,,,https://data.bioontology.org/ontologies/JERM
NLighten Ontology,NLN,,,https://bioportal.bioontology.org/ontologies/NLN,,,,,,,,,,,,https://data.bioontology.org/ontologies/NLN
Ontology of Chemical Elements,OCE,,,https://bioportal.bioontology.org/ontologies/OCE,,,,,,,,,,,,https://data.bioontology.org/ontologies/OCE
Children's Health Exposure Analysis Resource,CHEAR,,,https://bioportal.bioontology.org/ontologies/CHEAR,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHEAR
G Protein-Coupled Receptor BioAssays Ontology,BAO-GPCR,,,https://bioportal.bioontology.org/ontologies/BAO-GPCR,,,,,,,,,,,,https://data.bioontology.org/ontologies/BAO-GPCR
CPTAC Proteomics Pipeline Infrastructure Ontology,CPTAC,,,https://bioportal.bioontology.org/ontologies/CPTAC,,,,,,,,,,,,https://data.bioontology.org/ontologies/CPTAC
Orphanet Rare Disease Ontology,ORDO,,,https://bioportal.bioontology.org/ontologies/ORDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ORDO
Physical Activity Ontology,PACO,,,https://bioportal.bioontology.org/ontologies/PACO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PACO
Regional Healthcare System Interoperability and Information Exchange Measurement Ontology,HEIO,,,https://bioportal.bioontology.org/ontologies/HEIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HEIO
Anthology of Biosurveillance Diseases,ABD,,,https://bioportal.bioontology.org/ontologies/ABD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ABD
African Population Ontology,AFPO,,,https://bioportal.bioontology.org/ontologies/AFPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AFPO
Physico-Chemical Methods and Properties,FIX,,,https://bioportal.bioontology.org/ontologies/FIX,,,,,,,,,,,,https://data.bioontology.org/ontologies/FIX
"PAV Provenance, Authoring and Versioning",PAV,,,https://bioportal.bioontology.org/ontologies/PAV,,,,,,,,,,,,https://data.bioontology.org/ontologies/PAV
NCCN EHR Oncology Categories,NCCNEHR,,,https://bioportal.bioontology.org/ontologies/NCCNEHR,,,,,,,,,,,,https://data.bioontology.org/ontologies/NCCNEHR
Minimal Standard Terminology of Digestive Endoscopy,MSTDE,,,https://bioportal.bioontology.org/ontologies/MSTDE,,,,,,,,,,,,https://data.bioontology.org/ontologies/MSTDE
M4M.20 FAIRWare Subjects,M4M-20-SUBJECTS,,,https://bioportal.bioontology.org/ontologies/M4M-20-SUBJECTS,,,,,,,,,,,,https://data.bioontology.org/ontologies/M4M-20-SUBJECTS
Cell Ontology for Human Lung Maturation,LUNGMAP_H_CELL,,,https://bioportal.bioontology.org/ontologies/LUNGMAP_H_CELL,,,,,,,,,,,,https://data.bioontology.org/ontologies/LUNGMAP_H_CELL
Parkinson's Disease Ontology,PDON,,,https://bioportal.bioontology.org/ontologies/PDON,,,,,,,,,,,,https://data.bioontology.org/ontologies/PDON
Pathogenic Disease Ontology,PDO,,,https://bioportal.bioontology.org/ontologies/PDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PDO
ISO 639-1: Codes for the Representation of Names of Languages - Part 1: Two-letter codes for languages,ISO639-1,,,https://bioportal.bioontology.org/ontologies/ISO639-1,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO639-1
ISO 639-2: Codes for the Representation of Names of Languages,ISO639-2,,,https://bioportal.bioontology.org/ontologies/ISO639-2,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO639-2
Plant Experimental Conditions Ontology,PECO,,,https://bioportal.bioontology.org/ontologies/PECO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PECO
Biological Imaging Methods Ontology,FBbi,,,https://bioportal.bioontology.org/ontologies/FBbi,,,,,,,,,,,,https://data.bioontology.org/ontologies/FBbi
Thyroid Cancer Ontology,TCO,,,https://bioportal.bioontology.org/ontologies/TCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/TCO
Disease Drivers Ontology,DISDRIV,,,https://bioportal.bioontology.org/ontologies/DISDRIV,,,,,,,,,,,,https://data.bioontology.org/ontologies/DISDRIV
FIELDLAB3_2023,TST7,,,https://bioportal.bioontology.org/ontologies/TST7,,,,,,,,,,,,https://data.bioontology.org/ontologies/TST7
Visualized Emotion Ontology,VEO,,,https://bioportal.bioontology.org/ontologies/VEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/VEO
Genomic Epidemiology Application Ontology ,GENEPIO,,,https://bioportal.bioontology.org/ontologies/GENEPIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GENEPIO
Cell Ontology for Mouse Lung Maturation,LUNGMAP_M_CELL,,,https://bioportal.bioontology.org/ontologies/LUNGMAP_M_CELL,,,,,,,,,,,,https://data.bioontology.org/ontologies/LUNGMAP_M_CELL
Basic Formal Ontology,BFO,,,https://bioportal.bioontology.org/ontologies/BFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BFO
Ontology for Genetic Interval,OGI,,,https://bioportal.bioontology.org/ontologies/OGI,,,,,,,,,,,,https://data.bioontology.org/ontologies/OGI
Radiation Biology Ontology,RBO,,,https://bioportal.bioontology.org/ontologies/RBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RBO
Image and Data Quality Assessment Ontology,IDQA,,,https://bioportal.bioontology.org/ontologies/IDQA,,,,,,,,,,,,https://data.bioontology.org/ontologies/IDQA
EthiopianListOfDiseases,ELD,,,https://bioportal.bioontology.org/ontologies/ELD,,,,,,,,,,,,https://data.bioontology.org/ontologies/ELD
International Classification of  External Causes of Injuries,ICECI,,,https://bioportal.bioontology.org/ontologies/ICECI,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICECI
Allen Brain Atlas (ABA) Adult Mouse Brain Ontology,ABA-AMB,,,https://bioportal.bioontology.org/ontologies/ABA-AMB,,,,,,,,,,,,https://data.bioontology.org/ontologies/ABA-AMB
ISO 19115 Constraints Information,ISO19115CON,,,https://bioportal.bioontology.org/ontologies/ISO19115CON,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115CON
Phenotypic Quality Ontology,PATO,,,https://bioportal.bioontology.org/ontologies/PATO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATO
