title,id,keywords,description,url,Sub classification,owl link,Working link,License URL,Record Count
Ontology of units of Measure (OM),om,,"The Ontology of units of Measure (OM) 2.0 models concepts and relations important to scientific research. It has a strong focus on units, quantities, measures, and dimensions.",https://www.ebi.ac.uk/ols4/ontologies/om,,,https://github.com/HajoRijgersberg/OM,,
REPRODUCE-ME Ontology,reproduceme,,"The REPRODUCE-ME ontology is an extension of the PROV-O and the P-Plan ontology to describe a complete path of a scientific experiment. It expresses the REPRODUCE-ME Data Model using the OWL2 Web Ontology Language (OWL2). It provides a set of classes and properties to represent a scientific experiment including its computational and non-computational steps to track the provenance of results. It describes a complete path of a scientific experiment considering the use-case of biological imaging and microscopy experiments, computational experiments, including Jupyter notebooks and scripts. It describes an experiment and its data, agents, activities, plans, steps, variables, instruments, materials, and settings required for its reproducibility.",https://www.ebi.ac.uk/ols4/ontologies/reproduceme,,,https://w3id.org/reproduceme/research,,
Provenance Ontology (PROV-O),prov,,,https://www.ebi.ac.uk/ols4/ontologies/prov,,,https://www.w3.org/TR/prov-o/,,
Orthology Ontology,orth,,"The need of a common ontology for describing orthology information in biological research communities has led to the creation of the Orthology Ontology (ORTH). ORTH ontology is designed to describe sequence homology data available in multiple orthology databases on the Web (e.g.: OMA, OrthoDB, HieranoiDB, and etc.). By sequence homology data, we mostly mean gene region, gene and protein centric orthology, paralogy, and xenology information. Depending on the database, the homology information is structured in different ways. ORTH ontology accommodates these disparate data structures namely Hierarchical Orthologous Group (HOG), cluster of homologous sequences and homologous-pairwise relations between sequences. In addition to the specific ORTH terms, this specification includes terms of the imported ontologies (e.g. Semanticscience Integrated Ontology, SIO) which are pertinents to represent the information from various orthology databases in a homogeneous way.",https://www.ebi.ac.uk/ols4/ontologies/orth,,http://purl.org/net/orth/2.0,http://purl.org/net/orth,,
SNOMED CT (International Edition),snomed,,"SNOMED CT or SNOMED Clinical Terms is a systematically organized computer processable collection of medical terms providing codes, terms, synonyms and definitions used in clinical documentation and reporting.
",https://www.ebi.ac.uk/ols4/ontologies/snomed,,http://snomed.info/sct/900000000000207008/version/20200131,,,
ShareLoc,shareloc,,"ShareLoc defines terms to annotate data sets from single molecule localization microscopy, including but not limited to: imaging technique, biological structures or molecules of interest, cell types, experimental condition, labeling method, fixation protocol, etc.",https://www.ebi.ac.uk/ols4/ontologies/shareloc,,,,,
Human Reference Atlas Common Coordinate Framework Ontology,ccf,,"The Common Coordinate Framework (CCF) Ontology is an application ontology built to support the development of the Human Reference Atlas (HRA).  It unifies vocabulary for HRA construction and usage—making it possible to ingest external data sources; supporting uniform tissue sample registration that includes the spatial positioning and semantic annotations within 3D reference organs; and supporting user-formulated cross-domain queries over tissue donor properties, anatomical structures, cell types, biomarkers, and 3D space. The CCF Ontology consists of three major ontologies. The Biological Structure Ontology records anatomical structures, cell types, and biomarkers (ASCT+B) and the relationships between them.  The ASCT+B tables are authored by human experts using templated Google Sheets. The biomarkers, cell types, and anatomical structures are mapped to existing ontologies (Uberon/FMA, CL, HGNC) whenever possible.  All relationships between anatomical structures and from cell types to anatomical structures are valid Uberon and CL relationships. The Spatial Ontology defines the shape, size, location, and rotation of experimental tissue and data major anatomical structures in the 3D Reference Object Library. The Specimen Ontology captures the sex, age, and other information on donors that provided tissue data used in the construction of the HRA.",https://www.ebi.ac.uk/ols4/ontologies/ccf,,,https://humanatlas.io/ccf-ontology,,
Critical Path Ontology,cpont,,An application ontology for integrating data from the Critical Path Institute's Rare Disease Cures Accelerator Data and Analytica Platform (RDCA-DAP).,https://www.ebi.ac.uk/ols4/ontologies/cpont,,https://w3id.org/cpont/ontology/releases/2024-05-21/cpont.owl,https://gitlab.c-path.org/c-pathontology/critical-path-ontology,,
Lifestyle Factors Ontology,lifestylefactors,,"In this ontology, we defined nine distinct categories that encompass various aspects of lifestyle factors (LSFs), creating a unified Lifestyle Factors Ontology (LSFO) across these categories. Within the context of lifestyle, we have identified nine categories that can collectively describe all LSFs, namely: 1-Nutrition, a category that covers different branches such as dietary habits, food groups, food processing and preparation, macronutrients, and micronutrients, among others. 2-Socioeconomic factors, which includes social and economic conditions such as income, wealth, education and socioeconomic status. 3-Environmental exposures, includes exposure to various environmental factors, such as air pollution, water quality, and workplace hazards, that can impact an individual’s health. 4-Substance use, covers concepts such as smoking, as well as illicit drug use. 5-Physical activities, includes regular exercise and physically demanding activities like leisure time, occupational, and household physical activities. 6-Non-physical leisure time activities, describes any activity an individual might engage in during their free time that is not a physical activity. 7-Personal care products and cosmetic procedures, covers activities related to hygiene, use of cosmetic and cleaning products as well as invasive procedures that people undergo to improve their appearance, such as cosmetic surgery. 8-Sleep, covers sleep quality, stages, and habits. 9-Mental health practices, includes the behaviors and habits related to maintaining good mental health and emotional well-being such as meditation, and psychotherapy.",https://www.ebi.ac.uk/ols4/ontologies/lifestylefactors,,,https://bioportal.bioontology.org/ontologies/LSFO,,
Alzheimer's Disease Ontology (ADO),ado,,"Alzheimer's Disease Ontology is a knowledge-based ontology that encompasses varieties of concepts related to Alzheimer'S Disease, foundamentally structured by upper level Basic Formal Ontology(BFO). This Ontology is enriched by the interrelational entities that demonstrate the nextwork of the understanding on Alzheimer's disease and can be readily applied for text mining.",https://www.ebi.ac.uk/ols4/ontologies/ado,,http://purl.obolibrary.org/obo/ado/releases/2023-09-20/ado.owl,https://github.com/Fraunhofer-SCAI-Applied-Semantics/ADO,,
African Population Ontology,afpo,,"AfPO is an ontology that can be used in the study of diverse populations across Africa. It brings together publicly available demographic, anthropological and genetic data relating to African people in a standardised and structured format. The AfPO can be employed to classify African study participants comprehensively in prospective research studies. It can also be used to classify past study participants by mapping them using a language or ethnicity identifier or synonyms.",https://www.ebi.ac.uk/ols4/ontologies/afpo,,http://purl.obolibrary.org/obo/afpo/releases/2024-03-21/afpo.owl,https://github.com/h3abionet/afpo,,
Agronomy Ontology,agro,,"AgrO is an ontlogy for representing agronomic practices, techniques, variables and related entities",https://www.ebi.ac.uk/ols4/ontologies/agro,,http://purl.obolibrary.org/obo/agro/releases/2022-11-02/agro.owl,https://github.com/AgriculturalSemantics/agro,,
Ontology for the Anatomy of the Insect SkeletoMuscular system,aism,,"The ontology for the Anatomy of the Insect SkeletoMuscular system (AISM) contains terms used to describe the cuticle - as a single anatomical structure - and the skeletal muscle system, to be used in insect biodiversity research.",https://www.ebi.ac.uk/ols4/ontologies/aism,,http://purl.obolibrary.org/obo/aism/releases/2025-03-18/aism.owl,https://github.com/insect-morphology/aism,,
Amphioxus Development and Anatomy Ontology (AMPHX),amphx,,An ontology for the development and anatomy of Amphioxus (Branchiostoma lanceolatum).,https://www.ebi.ac.uk/ols4/ontologies/amphx,,http://purl.obolibrary.org/obo/amphx/releases/2020-12-18/amphx.owl,https://github.com/EBISPOT/amphx_ontology,,
Ascomycete Phenotype Ontology (APO),apo,,A structured controlled vocabulary for the phenotypes of Ascomycete fungi.,https://www.ebi.ac.uk/ols4/ontologies/apo,,http://purl.obolibrary.org/obo/apo/releases/2025-06-17/apo.owl,http://www.yeastgenome.org/,,
Apollo Structured Vocabulary,apollo_sv,,An OWL2 ontology of phenomena in infectious disease epidemiology and population biology for use in epidemic simulation.,https://www.ebi.ac.uk/ols4/ontologies/apollo_sv,,http://purl.obolibrary.org/obo/apollo_sv/releases/2024-12-24/apollo_sv.owl,https://github.com/ApolloDev/apollo-sv,,
Biological Collections Ontology,bco,,"An ontology to support the interoperability of biodiversity data, including data on museum collections, environmental/metagenomic samples, and ecological surveys.",https://www.ebi.ac.uk/ols4/ontologies/bco,,http://purl.obolibrary.org/obo/bco/releases/2021-11-14/bco.owl,https://github.com/BiodiversityOntologies/bco,,
Basic Formal Ontology,bfo,,The upper level ontology upon which OBO Foundry ontologies are built.,https://www.ebi.ac.uk/ols4/ontologies/bfo,,http://purl.obolibrary.org/obo/bfo/2019-08-26/bfo.owl,http://ifomis.org/bfo/,,
Biological Spatial Ontology,bspo,,"An ontology for respresenting spatial concepts, anatomical axes, gradients, regions, planes, sides and surfaces. These concepts can be used at multiple biological scales and in a diversity of taxa, including plants, animals and fungi. The BSPO is used to provide a source of anatomical location descriptors for logically defining anatomical entity classes in anatomy ontologies.",https://www.ebi.ac.uk/ols4/ontologies/bspo,,http://purl.obolibrary.org/obo/bspo/releases/2023-05-27/bspo.owl,https://github.com/obophenotype/biological-spatial-ontology,,
The BRENDA Tissue Ontology (BTO),bto,,"A structured controlled vocabulary for the source of an enzyme comprising tissues, cell lines, cell types and cell cultures.",https://www.ebi.ac.uk/ols4/ontologies/bto,,http://purl.obolibrary.org/obo/bto/releases/2021-10-26/bto.owl,http://www.brenda-enzymes.org,,
Common Anatomy Reference Ontology,caro,,"The Common Anatomy Reference Ontology (CARO) is being developed to facilitate interoperability between existing anatomy ontologies for different species, and will provide a template for building new anatomy ontologies.",https://www.ebi.ac.uk/ols4/ontologies/caro,,http://purl.obolibrary.org/obo/caro/releases/2023-03-15/caro.owl,https://github.com/obophenotype/caro/,,
Comparative Data Analysis Ontology,cdao,,a formalization of concepts and relations relevant to evolutionary comparative analysis,https://www.ebi.ac.uk/ols4/ontologies/cdao,,http://purl.obolibrary.org/obo/cdao/2024-01-25/cdao.owl,https://github.com/evoinfo/cdao,,
Compositional Dietary Nutrition Ontology,cdno,,"The CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet. These terms are intended primarily to be associated with datasets that quantify concentration of chemical nutritional components derived from samples taken from any stage in the production of food raw materials (including from crops, livestock, fisheries) and through processing and supply chains. Additional knowledge associated with these dietary sources may be represented by terms that describe functional, physical and other attributes. Whilst recognising that dietary nutrients within food substrates may be present as complex and dynamic physical and chemical structures or mixtures, CDNO focuses on components typically quantified in an analytical chemistry laboratory. The primary CDNO class ‘dietary nutritional component’ contains hierarchical sets of terms organised to reflect commonly used classifications of chemical food composition. This class does not represent an exhaustive classification of chemical components, but focuses on structuring terms according to widely accepted categories. This class is independent of, but may be used in conjunction with, classes that describe ‘analytical methods’ for quantification, ‘physical properties’ or ‘dietary function’. Quantification data may be used and reported in research literature, to inform food composition tables and labelling, or for supply chain quality assurance and control. More specifically, terms within the ‘nutritional component concentration’ class may be used to represent quantification of components described in the ‘dietary nutritional component’ class. Concentration data are intended to be described in conjunction with post-composed metadata concepts, such as represented by the Food Ontology (FoodOn) ‘Food product by organism’, which derives from some food or anatomical entity and a NCBI organismal classification ontology (NCBITaxon) entity. The common vocabulary and relationships defined within CDNO should facilitate description, communication and exchange of material entity-derived nutritional composition datasets typically generated by analytical laboratories. The organisation of the vocabulary is structured to reflect common categories variously used by those involved in crop, livestock or other organismal production, associated R&D and breeding, as well as the food processing and supply sector, and nutritionists, inlcuding compilers and users of food composition databases. The CDNO therefore supports characterisation of genetic diversity and management of biodiversity collections, as well as sharing of knowledge relating to dietary composition between a wider set of researchers, breeders, farmers, processors and other stakeholders. Further development of the functional class should also assist in understanding how interactions between organismal genetic and environmental variation contribute to human diet and health in the farm to fork continuum.",https://www.ebi.ac.uk/ols4/ontologies/cdno,,http://purl.obolibrary.org/obo/cdno/releases/2025-06-09/cdno.owl,https://cdno.info/,,
Chemical Entities of Biological Interest,chebi,,A structured classification of molecular entities of biological interest focusing on 'small' chemical compounds.,https://www.ebi.ac.uk/ols4/ontologies/chebi,,http://purl.obolibrary.org/obo/chebi/241/chebi.owl,http://www.ebi.ac.uk/chebi,,
chemical information ontology (cheminf) - information entities about chemical entities,cheminf,,Includes terms for the descriptors commonly used in cheminformatics software applications and the algorithms which generate them.,https://www.ebi.ac.uk/ols4/ontologies/cheminf,,,https://github.com/semanticchemistry/semanticchemistry,,
CHEBI Integrated Role Ontology,chiro,,"CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes.",https://www.ebi.ac.uk/ols4/ontologies/chiro,,http://purl.obolibrary.org/obo/chiro/releases/2015-11-23/chiro.owl,https://github.com/obophenotype/chiro,,
Chemical Methods Ontology,chmo,,"CHMO, the chemical methods ontology, describes methods used to",https://www.ebi.ac.uk/ols4/ontologies/chmo,,http://purl.obolibrary.org/obo/chmo/releases/2025-01-22/chmo.owl,https://github.com/rsc-ontologies/rsc-cmo,,
CIDO: Ontology of Coronavirus Infectious Disease,cido,,"The Ontology of Coronavirus Infectious Disease (CIDO) is a community-driven open-source biomedical ontology in the area of coronavirus infectious disease. The CIDO is developed to provide standardized human- and computer-interpretable annotation and representation of various coronavirus infectious diseases, including their etiology, transmission, pathogenesis, diagnosis, prevention, and treatment.",https://www.ebi.ac.uk/ols4/ontologies/cido,,http://purl.obolibrary.org/obo/cido/releases/2024-02-16/cido.owl,https://github.com/cido-ontology/cido,,
Confidence Information Ontology,cio,,An ontology to capture confidence information about annotations.,https://www.ebi.ac.uk/ols4/ontologies/cio,,http://purl.obolibrary.org/obo/cio/releases/2015-03-10/cio.owl,https://github.com/BgeeDB/confidence-information-ontology,,
Cell Ontology,cl,,An ontology of cell types.,https://www.ebi.ac.uk/ols4/ontologies/cl,,http://purl.obolibrary.org/obo/cl/releases/2025-04-10/cl.owl,https://obophenotype.github.io/cell-ontology/,,
Collembola Anatomy Ontology,clao,,CLAO is an ontology of anatomical terms employed in morphological descriptions for the Class Collembola (Arthropoda: Hexapoda).,https://www.ebi.ac.uk/ols4/ontologies/clao,,http://purl.obolibrary.org/obo/clao/releases/2021-09-27/clao.owl,https://github.com/luis-gonzalez-m/Collembola,,
CLO: Cell Line Ontology,clo,,The Cell Line Ontology (CLO) is a community-based ontology of cell lines. The CLO is developed to unify publicly available cell line entry data from multiple sources to a standardized logically defined format based on consensus design patterns.,https://www.ebi.ac.uk/ols4/ontologies/clo,,,https://github.com/CLO-Ontology/CLO,,
Clytia hemisphaerica Development and Anatomy Ontology (CLYH),clyh,,"Anatomy, development and life cycle stages - planula, polyp, medusa/jellyfish - of the cnidarian hydrozoan species, Clytia hemiphaerica.",https://www.ebi.ac.uk/ols4/ontologies/clyh,,http://purl.obolibrary.org/obo/clyh/releases/2020-05-29/clyh.owl,https://github.com/EBISPOT/clyh_ontology,,
Clinical measurement ontology,cmo,,Morphological and physiological measurement records generated from clinical and model organism research and health programs.,https://www.ebi.ac.uk/ols4/ontologies/cmo,,http://purl.obolibrary.org/obo/cmo/2.246/cmo.owl,http://rgd.mcw.edu/rgdweb/ontology/search.html,,
Core Ontology for Biology and Biomedicine,cob,,COB brings together key terms from a wide range of OBO projects to improve interoperability.,https://www.ebi.ac.uk/ols4/ontologies/cob,,http://purl.obolibrary.org/obo/cob/releases/2025-02-20/cob.owl,https://obofoundry.org/COB/,,
Coleoptera Anatomy Ontology,colao,,The Coleoptera Anatomy Ontology contains terms used for describing the anatomy and phenotype of beetles in biodiversity research.,https://www.ebi.ac.uk/ols4/ontologies/colao,,http://purl.obolibrary.org/obo/colao/releases/2024-06-21/colao.owl,https://github.com/insect-morphology/colao,,
Contributor Role Ontology,cro,,"A classification of the diverse roles performed in the work leading to a published research output in the sciences. Its purpose to provide transparency in contributions to scholarly published work, to enable improved systems of attribution, credit, and accountability.",https://www.ebi.ac.uk/ols4/ontologies/cro,,http://purl.obolibrary.org/obo/cro/releases/2019-12-11/cro.owl,https://github.com/data2health/contributor-role-ontology,,
Ctenophore Ontology,cteno,,An anatomical and developmental ontology for ctenophores (Comb Jellies),https://www.ebi.ac.uk/ols4/ontologies/cteno,,http://purl.obolibrary.org/obo/cteno/releases/2016-10-19/cteno.owl,https://github.com/obophenotype/ctenophore-ontology,,
Cardiovascular Disease Ontology,cvdo,,An ontology to describe entities related to cardiovascular diseases,https://www.ebi.ac.uk/ols4/ontologies/cvdo,,http://purl.obolibrary.org/obo/cvdo/2024-05-17/cvdo.owl,https://github.com/OpenLHS/CVDO,,
Dicty Anatomy Ontology (DDANAT),ddanat,,A structured controlled vocabulary of anatomies of the slime-mold Dictyostelium discoideum.,https://www.ebi.ac.uk/ols4/ontologies/ddanat,,,http://dictybase.org/,,
Dicty Phenotype Ontology (DDPHENO),ddpheno,,A structured controlled vocabulary of phenotypes of the slime-mould Dictyostelium discoideum.,https://www.ebi.ac.uk/ols4/ontologies/ddpheno,,http://purl.obolibrary.org/obo/ddpheno/releases/2023-08-26/ddpheno.owl,http://dictybase.org/,,
Drug-drug Interaction and Drug-drug Interaction Evidence Ontology,dideo,,The Potential Drug-drug Interaction and Potential Drug-drug Interaction Evidence Ontology,https://www.ebi.ac.uk/ols4/ontologies/dideo,,http://purl.obolibrary.org/obo/dideo/release/2023-10-16/dideo.owl,https://github.com/DIDEO/DIDEO,,
Disease Drivers,disdriv,,"Drivers of human diseases including environmental, maternal and social exposures.",https://www.ebi.ac.uk/ols4/ontologies/disdriv,,http://purl.obolibrary.org/obo/disdriv/releases/2025-03-20/disdriv.owl,http://www.disease-ontology.org,,
Human Disease Ontology,doid,,"The Disease Ontology has been developed as a standardized ontology for human disease with the purpose of providing the biomedical community with consistent, reusable and sustainable descriptions of human disease terms, phenotype characteristics and related medical vocabulary disease concepts.",https://www.ebi.ac.uk/ols4/ontologies/doid,,http://purl.obolibrary.org/obo/doid/releases/2025-05-30/doid.owl,http://www.disease-ontology.org,,
Drosophila Phenotype Ontology,dpo,,An ontology of commonly encountered and/or high level Drosophila phenotypes.,https://www.ebi.ac.uk/ols4/ontologies/dpo,,http://purl.obolibrary.org/obo/dpo/releases/2025-05-30/dpo.owl,http://purl.obolibrary.org/obo/fbcv,,
The Drug Ontology,dron,,An ontology to support comparative effectiveness researchers studying claims data.,https://www.ebi.ac.uk/ols4/ontologies/dron,,http://purl.obolibrary.org/obo/dron/releases/2025-04-18/dron.owl,https://github.com/ufbmi/dron,,
Data Use Ontology,duo,,DUO is an ontology which represent data use conditions.,https://www.ebi.ac.uk/ols4/ontologies/duo,,http://purl.obolibrary.org/obo/duo/releases/2021-02-23/duo.owl,https://github.com/EBISPOT/DUO,,
Echinoderm Anatomy and Development Ontology,ecao,,None,https://www.ebi.ac.uk/ols4/ontologies/ecao,,http://purl.obolibrary.org/obo/ecao/releases/2025-05-15/ecao.owl,https://github.com/echinoderm-ontology/ecao_ontology,,
Evidence & Conclusion Ontology (ECO),eco,,"The Evidence & Conclusion Ontology (ECO) describes types of scientific evidence within the biological research domain that arise from laboratory experiments, computational methods, literature curation, or other means.",https://www.ebi.ac.uk/ols4/ontologies/eco,,http://purl.obolibrary.org/obo/eco/releases/2025-04-30/eco.owl,https://www.evidenceontology.org,,
An ontology of core ecological entities,ecocore,,Ecocore is a community ontology for the concise and controlled description of ecological traits of organisms.,https://www.ebi.ac.uk/ols4/ontologies/ecocore,,http://purl.obolibrary.org/obo/ecocore/releases/2022-03-09/ecocore.owl,https://github.com/EcologicalSemantics/ecocore,,
Environment Exposure Ontology,ecto,,"ECTO describes exposures to experimental treatments of plants and model organisms (e.g. exposures to modification of diet, lighting levels, temperature); exposures of humans or any other organisms to stressors through a variety of routes, for purposes of public health, environmental monitoring etc, stimuli, natural and experimental, any kind of environmental condition or change in condition that can be experienced by an organism or population of organisms on earth. The scope is very general and can include for example plant treatment regimens, as well as human clinical exposures (although these may better be handled by a more specialized ontology).",https://www.ebi.ac.uk/ols4/ontologies/ecto,,http://purl.obolibrary.org/obo/ecto/releases/2023-02-14/ecto.owl,https://github.com/EnvironmentOntology/environmental-exposure-ontology,,
Mouse Developmental Anatomy Ontology,emapa,,An ontology for mouse anatomy covering embryonic development and postnatal stages.,https://www.ebi.ac.uk/ols4/ontologies/emapa,,http://purl.obolibrary.org/obo/emapa/releases/2023-11-14/emapa.owl,http://www.informatics.jax.org/expression.shtml,,
The Environment Ontology,envo,,"ENVO is an ontology which represents knowledge about environments,environmental processes, ecosystems, habitats, and related entities",https://www.ebi.ac.uk/ols4/ontologies/envo,,http://purl.obolibrary.org/obo/envo/releases/2025-02-05/envo.owl,http://environmentontology.org/,,
Epilepsy Ontology (EPIO),epio,,"The Epilepsy Ontology (EPIO) is an assembly of structured knowledge on various aspects of epilepsy, developed according to basic formal ontology (BFO) and Open Biological and Biomedical Ontology (OBO) Foundry principles. Entities and definitions are collected from the latest International League against Epilepsy (ILAE) classification, as well as from domain-specific ontologies such as Epilepsy Ontology (EPILONT), Epilepsy Syndrome Seizure Ontology (ESSO), Epilepsy Semiology(EPISEM) and Epilepsy and Seizure Ontology (EPSO) and scientific literature.

This ontology is intended to be used  for data management and for text mining purposes. The current release of the ontology is publicly available and is a community based effort to assemble various facets of the complex disease Epilepsy.",https://www.ebi.ac.uk/ols4/ontologies/epio,,https://bio.scai.fraunhofer.de/ontology/epilepsy/2021-05-28/EPIO.owl,https://github.com/SCAI-BIO/EpilepsyOntology,,
Exposure ontology (ExO),exo,,"ExO is intended to bridge the gap between exposure science and diverse environmental health disciplines including toxicology, epidemiology, disease surveillance, and epigenetics.",https://www.ebi.ac.uk/ols4/ontologies/exo,,http://purl.obolibrary.org/obo/exo/releases/2022-06-29/exo.owl,https://github.com/CTDbase/exposure-ontology,,
Fungal gross anatomy,fao,,A structured controlled vocabulary for the anatomy of fungi.,https://www.ebi.ac.uk/ols4/ontologies/fao,,http://purl.obolibrary.org/obo/fao/releases/2020-05-07/fao.owl,https://github.com/obophenotype/fungal-anatomy-ontology/,,
Drosophila gross anatomy,fbbt,,An ontology representing the gross anatomy of Drosophila melanogaster.,https://www.ebi.ac.uk/ols4/ontologies/fbbt,,http://purl.obolibrary.org/obo/fbbt/releases/2025-05-29/fbbt.owl,http://purl.obolibrary.org/obo/fbbt,,
FlyBase Controlled Vocabulary,fbcv,,A structured controlled vocabulary used for various aspects of annotation by FlyBase.,https://www.ebi.ac.uk/ols4/ontologies/fbcv,,http://purl.obolibrary.org/obo/fbcv/releases/2025-05-30/fbcv.owl,http://purl.obolibrary.org/obo/fbcv,,
Drosophila development,fbdv,,A structured controlled vocabulary of the development of Drosophila melanogaster.,https://www.ebi.ac.uk/ols4/ontologies/fbdv,,http://purl.obolibrary.org/obo/fbdv/releases/2025-05-29/fbdv.owl,http://purl.obolibrary.org/obo/fbdv,,
Food Interactions with Drugs Evidence Ontology,fideo,,Food-Drug interactions automatically extracted from scientific literature,https://www.ebi.ac.uk/ols4/ontologies/fideo,,http://purl.obolibrary.org/obo/fideo/releases/2023-12-18/fideo.owl,https://gitub.u-bordeaux.fr/erias/fideo,,
Flora Phenotype Ontology,flopo,,Traits and phenotypes of flowering plants occurring in digitized Floras,https://www.ebi.ac.uk/ols4/ontologies/flopo,,,https://github.com/flora-phenotype-ontology/flopoontology,,
Food-Biomarker Ontology,fobi,,FOBI (Food-Biomarker Ontology) is an ontology to represent food intake data and associate it with metabolomic data,https://www.ebi.ac.uk/ols4/ontologies/fobi,,http://purl.obolibrary.org/obo/fobi/fobi.owl,https://github.com/pcastellanoescuder/FoodBiomarkerOntology,,
Food Ontology,foodon,,"A broadly scoped ontology representing entities which bear a “food role”. It encompasses materials in natural ecosystems and agriculture that are consumed by humans and domesticated animals. This includes any generic (unbranded) raw or processed food material found in processing plants, markets, stores or food distribution points. FoodOn also imports nutritional component and dietary pattern terms from other OBO Foundry ontologies to support interoperability in diet and nutrition research",https://www.ebi.ac.uk/ols4/ontologies/foodon,,http://purl.obolibrary.org/obo/foodon/releases/2025-06-07/foodon.owl,https://foodon.org/,,
FuTRES Ontology of Vertebrate Traits,fovt,,These are the terms that are improted for FOVT to describe vertebrate traits.,https://www.ebi.ac.uk/ols4/ontologies/fovt,,http://purl.obolibrary.org/obo/fovt/releases/2023-05-31/fovt.owl,https://github.com/futres/fovt,,
Fission Yeast Phenotype Ontology (FYPO),fypo,,A formal ontology of phenotypes observed in fission yeast.,https://www.ebi.ac.uk/ols4/ontologies/fypo,,http://purl.obolibrary.org/obo/fypo/releases/2025-05-09/fypo.owl,https://github.com/pombase/fypo,,
Plant Gall Ontology,gallont,,"Ontology of plant gall phenotypes. Plant galls are novel plant structures, generated by plants in response to biotic stressors. This ontology is used to annotate gall phenotypes (e.g., their colors, textures, sizes, locations on the plant) in a semantic way, in order to facilitate discoveries about the genetic and physiologic mechanisms responsible for such phenotypes. The ontology can also be used as a controlled vocabulary for natural language descriptions of plant galls.",https://www.ebi.ac.uk/ols4/ontologies/gallont,,http://purl.obolibrary.org/obo/gallont/releases/2024-04-19/gallont.owl,https://adeans.github.io/gallont/,,
Genomics Cohorts Knowledge Ontology,gecko,,An ontology to represent genomics cohort attributes.,https://www.ebi.ac.uk/ols4/ontologies/gecko,,http://purl.obolibrary.org/obo/gecko/releases/2021-01-18/gecko.owl,https://github.com/IHCC-cohorts/GECKO,,
Genomic Epidemiology Ontology,genepio,,"The Genomic Epidemiology Ontology (GenEpiO) covers vocabulary necessary to identify, document and research foodborne pathogens and associated outbreaks.",https://www.ebi.ac.uk/ols4/ontologies/genepio,,http://purl.obolibrary.org/obo/genepio/releases/2024-12-18/genepio.owl,http://genepio.org/,,
GENO ontology,geno,,"GENO is an OWL model of genotypes, their more fundamental sequence components, and links to related biological and experimental entities.  At present many parts of the model are exploratory and set to undergo refactoring.  In addition, many classes and properties have GENO URIs but are place holders for classes that will be imported from an external ontology (e.g. SO, ChEBI, OBI, etc).  Furthermore, ongoing work will implement a model of genotype-to-phenotype associations. This will support description of asserted and inferred relationships between a genotypes, phenotypes, and environments, and the evidence/provenance behind these associations. 

Documentation is under development as well, and for now a slidedeck is available at http://www.slideshare.net/mhb120/brush-icbo-2013",https://www.ebi.ac.uk/ols4/ontologies/geno,,http://purl.obolibrary.org/obo/geno/releases/2023-10-08/geno.owl,https://github.com/monarch-initiative/GENO-ontology/,,
Geographical Entity Ontology,geo,,An ontology of geographical entities,https://www.ebi.ac.uk/ols4/ontologies/geo,,,https://github.com/ufbmi/geographical-entity-ontology/wiki,,
Glycan Naming Ontology,gno,,"An ontology for glycans based on GlyTouCan, but organized by subsumption.",https://www.ebi.ac.uk/ols4/ontologies/gno,,http://purl.obolibrary.org/obo/gno/2025-01-28/gno.owl,https://gnome.glyomics.org/,,
Gene Ontology,go,,The Gene Ontology (GO) provides a framework and set of concepts for describing the functions of gene products from all organisms.,https://www.ebi.ac.uk/ols4/ontologies/go,,http://purl.obolibrary.org/obo/go/releases/2024-11-03/extensions/go-plus.owl,http://geneontology.org/,,
Human Ancestry Ontology,hancestro,,Human ancestry ontology for the NHGRI GWAS Catalog,https://www.ebi.ac.uk/ols4/ontologies/hancestro,,http://purl.obolibrary.org/obo/hancestro/releases/2025-04-01/hancestro.owl,https://ebispot.github.io/hancestro/,,
Hymenoptera Anatomy Ontology,hao,,"A structured controlled vocabulary of the anatomy of the Hymenoptera (bees, wasps, and ants)",https://www.ebi.ac.uk/ols4/ontologies/hao,,http://purl.obolibrary.org/obo/hao/2023-06-01/hao.owl,http://hymao.org,,
Homology Ontology,hom,,"This ontology represents concepts related to homology, as well as other concepts used to describe similarity and non-homology.",https://www.ebi.ac.uk/ols4/ontologies/hom,,http://purl.obolibrary.org/obo/hom/releases/2015-01-07/hom.owl,https://github.com/BgeeDB/homology-ontology,,
Human Developmental Stages,hsapdv,,Life cycle stages for Human,https://www.ebi.ac.uk/ols4/ontologies/hsapdv,,http://purl.obolibrary.org/obo/life-stages/releases/2025-01-23/components/hsapdv.owl,https://github.com/obophenotype/developmental-stage-ontologies/wiki/HsapDv,,
Health Surveillance Ontology,hso,,"The health Surveillance Ontology (HSO) focuses on ""surveillance system level data"", that is, data outputs from surveillance activities, such as number of samples collected, cases observed, etc. It aims to support One-Health surveillance, covering animal health, public health and food safety surveillance.",https://www.ebi.ac.uk/ols4/ontologies/hso,,http://purl.obolibrary.org/obo/hso/2021-12-13/hso.owl,https://w3id.org/hso,,
