title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
NEN 2660 Ontology,nen2660,['Industry'],Ontology which is a normative part of the Dutch NEN 2660-2 standard,https://w3id.org/nen2660/,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/nen2660
NEN 3610 Ontology,nen3610,['Geography'],"NEN 3610 - Basismodel geo-informatie - Termen, definities, relaties en algemene regels voor de uitwisseling van informatie over aan de aarde gerelateerd ruimtelijke objecten”",http://modellen.geostandaarden.nl/def/nen3610,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/nen3610
NFO (Nepomuk File Ontology),nfo,['SSDesk'],Part of Nepomuk Information Element Ontology Framework,http://www.semanticdesktop.org/ontologies/2007/03/22/nfo,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/nfo
GeoVocab Geometry Ontology,ngeo,['Geometry'],A vocabulary for specifying geographical regions in RDF,http://geovocab.org/geometry,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/ngeo
NIE (Nepomuk Information Element Ontology),nie,['SSDesk'],"The Core Ontology of the NEPOMUK suite defines basic elements such as Data Object, Information Element ...",http://www.semanticdesktop.org/ontologies/2007/01/19/nie,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/nie
NIF (NLP Interchange Format) Core Ontology,nif,['Vocabularies'],"The NLP Interchange Format (NIF) is an RDF/OWL-based format that aims to achieve interoperability between Natural Language Processing (NLP) tools, language resources and annotations.",http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#,,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core/nif-core.ttl,(No license declared),85,https://lov.linkeddata.es/dataset/lov/vocabs/nif
NLK (National Library of Korea) Ontology,nlon,['Catalogs'],This specification describes National Library of Korea Ontology vocaburaries using W3C's RDF and OWL technology.,http://lod.nl.go.kr/ontology/,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/nlon
NNO (Norwegian National Ontology),nno,"['Support', 'Methods']",This is the Neural Network Ontology. Designed by the AIFB (http://www.aifb.kit.edu/web/Web_Science),https://w3id.org/nno/ontology,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/nno
NORIA Ontology,noria,['API'],"The NORIA-O project is a data model for IT networks, events and operations information.
The ontology is developed using web technologies (e.g. RDF, OWL, SKOS) and is intended as a structure for realizing an IT Service Management (ITSM) Knowledge Graph (KG) for Anomaly Detection (AD) and Risk Management applications.
The model has been developed in collaboration with operational teams, and in connection with third parties linked vocabularies.

Alignment with third parties vocabularies is implemented on a per class or per property basis when relevant (e.g. with `rdfs:subClassOf`, `owl:equivalentClass`).
Directions for direct instanciation of these vocabularies are provided for cases where implementing a class/property alignment is redundant.
Alignment holds for the following vocabulary releases:
- [BBO](https://hal.archives-ouvertes.fr/hal-02365012/) 1.0.0
- [BOT](https://w3id.org/bot/) 0.3.2
- [DevOps-Infra](https://oeg-upm.github.io/devops-infra/) 1.0.0
- [FOLIO](https://github.com/IBCNServices/Folio-Ontology) 1.0.0
- [ORG](https://www.w3.org/TR/vocab-org/) 0.8
- [PEP](https://w3id.org/pep/) 1.1
- [SEAS](https://w3id.org/seas/) 1.1
- [SLOGERT](https://sepses.ifs.tuwien.ac.at/ns/log/index-en.html) 1.1.0
- [UCO](https://github.com/ucoProject/uco) Release-0.8.0",https://w3id.org/noria/ontology/,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/noria
Nanopub Schema Ontology,np,"['Methods', 'Metadata']",The nanopub ontology,http://www.nanopub.org/nschema,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/np
Nature Publishing Group Ontology,npg,['Press'],The Core Ontology is a formal model providing definitions for the key concepts of interest to content publishing at Macmillan Science and Education.,http://ns.nature.com/terms/,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/npg
NRL (Nepomuk Representation Language),nrl,['SSDesk'],"Designed on top of RDF, it addresses certain limitations on the part of RDF/S. In particular it includes support for Named Graphs",http://www.semanticdesktop.org/ontologies/2007/08/15/nrl,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/nrl
NRV (Named Resource Visualization) Ontology,nrv,"['Security', 'Methods']",An OWL vocabulary for describing normative requirements.,http://ns.inria.fr/nrv,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/nrv
Storyline Ontology,nsl,['Press'],"The News Storyline Ontology is a generic model for describing and organising the stories news organisations tell. The ontology is intended to be flexible to support any given news or media publisher's approach to handling news stories. At the heart of the ontology, is the concept of Storyline.",http://purl.org/ontology/storyline,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/nsl
NiceTag Vocabulary,ntag,['Tag'],NiceTag Ontology is an ontology which describes as generally as possible tags or rather tag actions understood as a speech acts occurring on the Web,http://ns.inria.fr/nicetag/2010/09/09/voc,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/ntag
NYON (New York Ontology),nyon,['Metadata'],An ontology that represents concepts in the legal domain.,https://w3id.org/def/nyon#,,,(No license declared),38,https://lov.linkeddata.es/dataset/lov/vocabs/nyon
OA (Open Annotation) Ontology,oa,['Quality'],"The Open Annotation Core Data Model specifies an interoperable framework for creating associations between related resources, annotations, using a methodology that conforms to the Architecture of the World Wide Web.  This ontology is a non-normative OWL formalization of the textual OA specification at http://www.openannotation.org/spec/core/20130208/index.html",http://www.w3.org/ns/oa#,,,https://www.w3.org/Consortium/Legal/2015/doc-license,85,https://lov.linkeddata.es/dataset/lov/vocabs/oa
OAD (Ontology for Architectural Documentation),oad,['Catalogs'],"An ontology for the description of archival data (OAD, “Ontology of Archival Description”) using the Web Ontology Language (OWL). This ontology represents the classes and properties needed to expose the archival resources as linked data.",http://culturalis.org/oad#,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/oad
OAE (Opinion Annotation and Emotion) Core Ontology,oae,['Metadata'],"The Open NEE Model defines an extension of the Open Annotation Data Model (http://www.openannotation.org/spec/core) that allows describing in RDF the result of a Named Entity Extraction (NEE) process, enabling thereby an application to run advanced (SPARQL) queries over the annotated data. The model also exploits the Open NEE Configuration Model (http://www.ics.forth.gr/isl/oncm) for relating the output of a NEE process with an applied configuration (serving provenance information to the output of the entire NEE process).",http://www.ics.forth.gr/isl/oae/core,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/oae
OAN (Opinion Analysis) Ontology,oan,['Government'],Description of French National Assembly,http://data.lirmm.fr/ontologies/oan,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/oan
OBI (Ontology for Biomedical Investigations),obo,"['Biology', 'Health']","The Ontology for Biomedical Investigations (OBI) is build in a collaborative, international effort and will serve as a resource for annotating biomedical investigations, including the study design, protocols and instrumentation used, the data generated and the types of analysis performed on the data. This ontology arose from the Functional Genomics Investigation Ontology (FuGO) and will contain both terms that are common to all biomedical investigations, including functional genomics investigations and those that are more domain specific.",http://purl.obolibrary.org/obo/obi.owl,,,http://obi-ontology.org/page/Use,250,https://lov.linkeddata.es/dataset/lov/vocabs/obo
Observation Method Ontology,obsm,['Biology'],This is a taxonomy of some observation methods. It is incomplete,http://rdf.geospecies.org/methods/observationMethod.rdf,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/obsm
Object with States Ontology,obws,['Methods'],Ontology including the content ontology design pattern for modelling objects with states.,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/obws
OntoMedia Expression Ontology,oc,['Multimedia'],OntoMedia (Ontology for Media) has been designed to describe the interactions occurring in multimedia.,http://contextus.net/ontology/ontomedia/core/expression#,,http://contextus.googlecode.com/svn/trunk/ontomedia/core/expression.owl,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/oc
OCD (Open Civic Data) Ontology,ocd,['Government'],"L'ontologia Camera dei deputati è stata creata per descrivere tutte le risorse (persone, eventi, documenti) sia storiche che correnti, connesse alla Camera e alla sua attività",http://dati.camera.it/ocd/,,http://dati.camera.it/ocd/classi.rdf,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/ocd
OCDS (Open Contracting Data Standard) Ontology,ocds,['Contracts'],"The OCDS is a data model that aims at structuring and publishing contracting data (tenders, procurements, awards, transactions, etc.). It got international adoption and is one of the leading models in this domain.",http://purl.org/onto-ocds/ocds,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/ocds
OCH (Ontology of Cultural Heritage),och,"['Vocabularies', 'Metadata', 'RDF']",An ontology for describing changes between OWL ontology versions,https://w3id.org/def/och#,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/och
OntoUML Models Vocabulary,ocmv,"['Metadata', 'General & Upper']",Specification of the metadata used to describe models in the OntoUML/UFO Catalog.,https://w3id.org/ontouml-models/vocabulary,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/ocmv
ODAPP (Open Data Applications) Ontology,odapp,['API'],"This is an early version of a vocabulary to describe ""open data applications"" i.e. applications built using open data. Examples of such applications are listed on government open data catalogues and participant on open data competitions.",http://vocab.deri.ie/odapp,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/odapp
ODAPPS (Open Data Applications) Ontology,odapps,['RDF'],odapps is an RDF vocabulary defined to facilitate the description of Open-Data-based ideas and applications published on the Web.,http://semweb.mmlab.be/ns/odapps,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/odapps
Participation Ontology,odpart,['Support'],"The basic participation pattern, without temporal indexing.  It clones equivalent elements from DOLCE-UltraLite.",http://www.ontologydesignpatterns.org/cp/owl/participation.owl,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/odpart
ODRL (Open Digital Rights Language) Ontology,odrl,['Metadata'],"The Open Digital Rights Language (ODRL) provides flexible and interoperable mechanisms to support transparent and innovative use of digital content in publishing, distribution, and consumption of of digital media across all sectors and communities. The ODRL Policy model is broad enough to support traditional rights expressions for commercial transaction, open access expressions for publicly distributed content, and privacy expressions for social media.",http://www.w3.org/ns/odrl/2/,,,https://www.w3.org/Consortium/Legal/2015/doc-license,85,https://lov.linkeddata.es/dataset/lov/vocabs/odrl
ODRS (Open Data Rights Statement) Ontology,odrs,['Quality'],"A vocabulary that supports the publication of Open Data by providing the means to capture machine-readable ""rights statements"", e.g. the licensing information, copyright notices and attribution requirements that are associated with the publication and re-use of a dataset.",http://schema.theodi.org/odrs,,http://schema.theodi.org/odrs/index.ttl,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/odrs
UK Organogram Ontology,odv,['Methods'],Extension of data cube for civil service junior posts,http://reference.data.gov.uk/def/organogram,,,(Government open data),65,https://lov.linkeddata.es/dataset/lov/vocabs/odv
OeGov Core Ontology,oecc,['Metadata'],"Creative Commons Ontology, extending RDF file at http://creativecommons.org/schema.rdf",http://www.oegov.org/core/owl/cc,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/oecc
Fridge Ontology,of,"['Industry', 'IoT']",Ontology for Open Fridge project,http://owlrep.eu01.aws.af.cm/fridge,,,(No license declared),42,https://lov.linkeddata.es/dataset/lov/vocabs/of
OFO (Open Food Ontology),ofo,"['IoT', 'Services']",The aim of the Occupant Feedback Ontology is to semantically describe passive and active occupant feedback and to enable integration of this feedback with linked building data.,https://w3id.org/ofo#,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/ofo
Refrigerator Ontology,ofrd,['Industry'],Vocabulary to describe fridges and freezers,http://purl.org/opdm/refrigerator#,,,(No license declared),45,https://lov.linkeddata.es/dataset/lov/vocabs/ofrd
Open Graph Protocol Ontology,og,['API'],"The Open Graph protocol enables any web page to become a rich object in a social graph. For instance, this is used on Facebook to enable any web page to have the same functionality as a Facebook Page.",http://ogp.me/ns,,,https://ogp.me/#license,38,https://lov.linkeddata.es/dataset/lov/vocabs/og
OH (Ontology of History),oh,['Time'],"A vocabulary to describe opening hours using calendars (recommended: iCal, RDFCal or schema.org) published on the Web.",http://semweb.mmlab.be/ns/oh,,,(No license declared),55,https://lov.linkeddata.es/dataset/lov/vocabs/oh
OKH (Open Knowledge Hub) Ontology,okh,['Methods'],"Used for indexing, searching and comparing Open Source Hardware projects",https://w3id.org/oseg/ont/okh,,,(No license declared),65,https://lov.linkeddata.es/dataset/lov/vocabs/okh
Open Life Cycle Assessment Ontology (OLCA),olca,['Metadata'],"A vocabulary defining annotations enabling loose coupling between classes and properties in ontologies. Those annotations define with some accuracy the expected use of properties, in particular across vocabularies, without the formal constraints entailed by the use of OWL or RDFS constructions",https://w3id.org/vocab/olca,,,https://creativecommons.org/licenses/by/4.0/,85,https://lov.linkeddata.es/dataset/lov/vocabs/olca
Ontology for Linguistic Annotation (OLO),olo,['Support'],The Ordered List Ontology Specification provides basic concepts and properties for describing ordered lists as semantic graphs.,http://purl.org/ontology/olo/core#,,http://smiy.sourceforge.net/olo/rdf/orderedlistontology.owl,Not Specified,20,https://lov.linkeddata.es/dataset/lov/vocabs/olo
ISO 19156 Observation Ontology,om,['Geography'],An OWL representation of the Observation Schema described in clause 6 of ISO 19156:2011 Geographic Information - Observations and Measurements,http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation,,,https://www.seegrid.csiro.au/wiki/ISOTC211/OntologyLicense,45,https://lov.linkeddata.es/dataset/lov/vocabs/om
Object Management Group Ontologies,omg,['Geometry'],"The Ontology for Managing Geometry (OMG) is an ontology for describing geometry descriptions of objects. It provides means to support the application of multiple geometry descriptions of the same object as well as the description of the geometry evolution over time. The OMG is based the concepts introduced in the Ontology for Property Management (OPM) ontology. 

This ontology was created within the research project SCOPE, funded by the German Federal Ministry for Economic Affairs and Energy (BMWi).

The initial version of the ontology (v0.0.1) is documented in:
Wagner, Anna, Bonduel, Mathias, Pauwels, Pieter & Rüppel, Uwe(2019). Relating Geometry Descroptions to its Derivatives on the Web. In Proceedings of the European Conference on Computing in Construction (EC3 2019). Chania, Greece.",https://w3id.org/omg,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/omg
Observations and Measurements Lite Ontology,oml,['Geography'],An OWL representation of the Observation Schema described in clauses 7-8 of ISO 19156:2011 Geographic Information - Observations and Measurements / OGC Abstract Specification - Topic 20.,http://def.seegrid.csiro.au/ontology/om/om-lite,,,https://www.seegrid.csiro.au/wiki/ISOTC211/OntologyLicense,60,https://lov.linkeddata.es/dataset/lov/vocabs/oml
Open MultiNet Ontology,omn,['Services'],This ontology defines the most abstract concepts and properties that are needed to semantically manage resource within federated infrastructures,http://open-multinet.info/ontology/omn,,,https://www.apache.org/licenses/LICENSE-2.0,120,https://lov.linkeddata.es/dataset/lov/vocabs/omn
OMN Federation Ontology,omnfed,"['Society', 'Industry']",This ontology defines concepts related to federation of internet infrastructures.,http://open-multinet.info/ontology/omn-federation,,,https://www.apache.org/licenses/LICENSE-2.0,50,https://lov.linkeddata.es/dataset/lov/vocabs/omnfed
OMN Lifecycle Ontology,omnlc,['PLM'],This ontology defines generic concepts related to the life cycle of resource or service.,http://open-multinet.info/ontology/omn-lifecycle,,,https://www.apache.org/licenses/LICENSE-2.0,40,https://lov.linkeddata.es/dataset/lov/vocabs/omnlc
ONCM Core Ontology,onc,['Methods'],"The Open NEE Configuration Model defines a Linked Data-based model for describing a configuration supported by a Named Entity Extraction (NEE) service. It is based on the model proposed in ""Configuring Named Entity Extraction through Real-Time Exploitation of Linked Data"" (http://dl.acm.org/citation.cfm?doid=2611040.2611085) for configuring such services, and allows a NEE service to describe and publish as Linked Data its entity mining capabilities, but also to be dynamically configured.",http://www.ics.forth.gr/isl/oncm/core,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/onc
Ontology Annotation Ontology,ont,['Metadata'],Vocabulary to define some annotation properties as subproperties of common Dublin Core terms,http://purl.org/net/ns/ontology-annot,,,Not Specified,15,https://lov.linkeddata.es/dataset/lov/vocabs/ont
OntoLex Lemon Ontology,ontolex,"['Support', 'Tag']",A model for the representation of lexical information relative to ontologies. Core module.,http://www.w3.org/ns/lemon/ontolex,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,70,https://lov.linkeddata.es/dataset/lov/vocabs/ontolex
OntoTopic Ontology,ontopic,['Vocabularies'],"An ontology of topics as used in thesauri, subject directories, etc.",http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,,,https://creativecommons.org/licenses/by/3.0/,200,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic
Ontology Security Ontology,ontosec,['Security'],This ontology covers the domain of security in the field of mobile applications.,http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/ontosec
OntoUML Ontology,ontouml,"['Methods', 'RDF']",A reference implementation of the OntoUML metamodel in OWL.,https://w3id.org/ontouml,,,https://creativecommons.org/licenses/by/4.0/,90,https://lov.linkeddata.es/dataset/lov/vocabs/ontouml
Onyx Ontology,onyx,['Support'],Onyx is a vovabulary designed designed to annotate and describe the emotions expressed by user-generated content on the web or in particular Information Systems.,http://www.gsi.dit.upm.es/ontologies/onyx/ns,,,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/onyx
OpenOrg Ontology,oo,['Society'],This vocabulary provides supplementary terms for organisations wishing to publish open data about themselves.,http://purl.org/openorg/,,http://neologism.ecs.soton.ac.uk/oo,Not Specified,10,https://lov.linkeddata.es/dataset/lov/vocabs/oo
Australian Government Open Data Ontology,op,['Methods'],"A general purpose ontology for observable properties. The ontology supports description of both qualitative and quantitative properties. The allowed scale or units of measure may be specified. A property may be linked to substances-or-taxa and to features or realms, if they play a role in the definition.",http://environment.data.gov.au/def/op,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/op
Open311 Ontology,open311,"['Society', 'Events']","Open 311 Ontology

This ontology generalizes the concepts that appear in 311 open data files published by several cities (Toronto, New York, Chicago, Vancouver) across North America.  It provides a generis representation of 311 data that other cities can map their data onto and be used as a means of achieving interoperability.",http://ontology.eil.utoronto.ca/open311.owl,,,https://creativecommons.org/licenses/by/3.0/,30,https://lov.linkeddata.es/dataset/lov/vocabs/open311
Open Provenance Model (OPM) Ontology,opm,"['Environment', 'IoT']",The Ontology for Property Management (OPM) extends the concepts introduced in the Smart Energy Aware Systems (SEAS) Evaluations ontology.,https://w3id.org/opm,,,https://creativecommons.org/licenses/by/4.0/,75,https://lov.linkeddata.es/dataset/lov/vocabs/opm
OPM Ontology,opmo,['Quality'],"The Open Provenance Model is a model of provenance that is designed to meet the following requirements: (1) To allow provenance information to be exchanged between systems, by means of a compatibility layer based on a shared provenance model. (2) To allow developers to build and share tools that operate on such a provenance model. (3) To define provenance in a precise, technology-agnostic manner. (4) To support a digital representation of provenance for any 'thing', whether produced by computer systems or not. (5) To allow multiple levels of description to coexist. (6) To define a core set of rules that identify the valid inferences that can be made on provenance representation.",http://openprovenance.org/model/opmo,,http://openprovenance.org/model/opmo-20101012.owl,https://www.apache.org/licenses/LICENSE-2.0,100,https://lov.linkeddata.es/dataset/lov/vocabs/opmo
Open Provenance Model Vocabulary,opmv,['Quality'],"OPMV, the Open Provenance Model Vocabulary, provides terms to enable practitioners of data publishing to publish their data responsibly.",http://purl.org/net/opmv/ns#,,http://www.w3.org/2007/08/pyRdfa/extract?uri=http://open-biomed.sourceforge.net/opmv/ns.html,https://creativecommons.org/licenses/by/3.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/opmv
Open Provenance Model for Workflows Ontology,opmw,['Methods'],OPMW is a OPMV profile to model the executions and definitions of scientific workflows.,http://www.opmw.org/ontology/,,,https://creativecommons.org/licenses/by/3.0/,80,https://lov.linkeddata.es/dataset/lov/vocabs/opmw
Online Presence Ontology,opo,['People'],Ontology for representing Online Presence,http://online-presence.net/opo/ns#,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/opo
OPUS Ontology,opus,['Catalogs'],This file specifies in RDF Schema format the classes and properties for SwetoDblp.     These classes and properties are based on the internal LSDIS Library portal engine.,http://lsdis.cs.uga.edu/projects/semdis/opus#,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/opus
ORCA Vocabulary,orca,['Metadata'],"orca, the Ontology of Reasoning, Certainty and Attribution, is an ontology for characterizing the certainty of information, how it is known, and its source",http://vocab.deri.ie/orca,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/orca
Open Archives Initiative (OAI) Object Reuse and Exchange (ORE) Terms,ore,['Catalogs'],Open Archives Initiative Object Reuse and Exchange (OAI-ORE) defines standards for the description and exchange of aggregations of Web resources.,http://www.openarchives.org/ore/terms/,,http://www.openarchives.org/ore/1.0/terms,https://creativecommons.org/licenses/by/3.0/,30,https://lov.linkeddata.es/dataset/lov/vocabs/ore
Organization Ontology,org,['W3C Rec'],"Vocabulary for describing organizational structures, specializable to a broad variety of types of organization.",http://www.w3.org/ns/org#,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,55,https://lov.linkeddata.es/dataset/lov/vocabs/org
Spanish Public Sector Organization Ontology,orges,['Government'],Extensión de la ontología de Organizaciones para adecuarla al Directorio Común de entidades públicas en España.,http://datos.gob.es/def/sector-publico/organizacion#,,http://datos.gob.es/sites/default/files/OntologiaDIR3/orges.owl,https://creativecommons.org/licenses/by/3.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/orges
Ordnance Survey Administrative Geography Ontology,osadm,['Geography'],An ontology describing the administrative and voting area geography of Great Britain,http://data.ordnancesurvey.co.uk/ontology/admingeo/,,http://www.ordnancesurvey.co.uk/ontology/admingeo.owl,https://www.ordnancesurvey.co.uk/business-government/licensing-agreements/terms-horizontal,70,https://lov.linkeddata.es/dataset/lov/vocabs/osadm
Ordnance Survey Geometry Ontology,osgeom,['Geometry'],A provisional small geometry vocabulary used by Ordnance Survey vocabularies and datasets. Likely to change when some standard way of representing geometries in RDF is agreed.,http://data.ordnancesurvey.co.uk/ontology/geometry/,,http://www.ordnancesurvey.co.uk/oswebsite/ontology/geometry.owl,https://www.ordnancesurvey.co.uk/business-government/licensing-agreements/terms-horizontal,35,https://lov.linkeddata.es/dataset/lov/vocabs/osgeom
Open Services Core Ontology,oslc,['PLM'],"The Open Services for Lifecycle Collaboration (OSLC) initiative is creating a family of web services specifications for products, services and other tools that support all phases of the software and product lifecycle. This OSLC Core Specification sets out the common features that every OSLC Service can be expected to support",http://open-services.net/ns/core#,,,https://www.apache.org/licenses/LICENSE-2.0,60,https://lov.linkeddata.es/dataset/lov/vocabs/oslc
Oslo Local Government Ontology,oslo,['Society'],"This version of the OSLO Exchange Standard provides a minimum set of classes and properties for describing a natural person, i.e. the individual as opposed to any role they may play in society or the relationships they have to other people, organisations and property; all of which contribute significantly to the broader concept of identity. The vocabulary is closely integrated with the Person, Organisation and Location Vocabularies published by the W3C in the Gov Linked Data Project. The OSLO specification is the result of a public-private partnership initiated by V-ICT-OR, the Flemish Organization for ICT in Local Government.",http://purl.org/oslo/ns/localgov,,http://purl.org/oslo/ns/localgov,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/oslo
OSP Ontology,osp,['Society'],"Ontologie d'une organisation publique, plus particulièrement d'un tribunal, d'une organisation internationale ou d'un pays.",http://data.lirmm.fr/ontologies/osp,,,Not Specified,20,https://lov.linkeddata.es/dataset/lov/vocabs/osp
OntoMedia Core Space Ontology,osr,['Geography'],The OntoMedia Space representation denotes areas of landscape. Expands on the AKT location ontology,http://contextus.net/ontology/ontomedia/core/space#,,https://contextus.googlecode.com/svn/trunk/ontomedia/core/space.owl,Not Specified,15,https://lov.linkeddata.es/dataset/lov/vocabs/osr
Ordnance Survey Spatial Relations Ontology,osspr,['Geometry'],An ontology describing basic spatial relations.,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/,,http://www.ordnancesurvey.co.uk/docs/ontologies/spatialrelations.owl,https://www.ordnancesurvey.co.uk/business-government/licensing-agreements/terms-horizontal,40,https://lov.linkeddata.es/dataset/lov/vocabs/osspr
Ordnance Survey Topography Ontology,ostop,['Geography'],The general purpose of this ontology is to provide a library of high level concepts that are used by the other modules within the whole OS Topographic ontology.  The ontology also describes the relationships  and instances common to more than one module.,http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl,,,https://www.ordnancesurvey.co.uk/business-government/licensing-agreements/terms-horizontal,90,https://lov.linkeddata.es/dataset/lov/vocabs/ostop
Open Traffic Lights Ontology,otl,['Services'],This ontology provides the terms necessary to describe the status of traffic lights.,https://w3id.org/opentrafficlights,,,https://creativecommons.org/licenses/by/4.0/,30,https://lov.linkeddata.es/dataset/lov/vocabs/otl
Ontology of Units of Measure (OM),oum,"['IoT', 'Services']","The Ontology of units of Measure (OM) 2.0 models concepts and relations important to scientific research. It has a strong focus on units, quantities, measurements, and dimensions.",http://www.ontology-of-units-of-measure.org/resource/om-2/,,https://raw.githubusercontent.com/HajoRijgersberg/OM/master/om-2.0.rdf,https://creativecommons.org/licenses/by/4.0/,120,https://lov.linkeddata.es/dataset/lov/vocabs/oum
Open Vocabulary Terms,ov,['General & Upper'],"OpenVocab is a community maintained vocabulary intended for use on the Semantic Web, ideal for properties and classes that don't warrant the effort of creating or maintaining a full schema. OpenVocab allows anyone to create and modify vocabulary terms using their web browser.",http://open.vocab.org/terms,,http://open.vocab.org/terms.ttl,Not Specified,200,https://lov.linkeddata.es/dataset/lov/vocabs/ov
OWL Ontology,owl,['W3C Rec'],This ontology partially describes the built-in classes and   properties that together form the basis of the RDF/XML syntax of OWL 2.,http://www.w3.org/2002/07/owl,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,35,https://lov.linkeddata.es/dataset/lov/vocabs/owl
Plan Ontology,p-plan,['Methods'],The Ontology for Provenance and Plans (P-Plan) is an extension of the PROV-O ontology [PROV-O] created to represent the plans that guided the execution of scientific processes. P-Plan describes how the plans are composed and their correspondence to provenance records that describe the execution itself.,http://purl.org/net/p-plan#,,,https://creativecommons.org/licenses/by/3.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/p-plan
UK Parliament Ontology,parl,['Government'],An ontology of UK Parliament,http://reference.data.gov.uk/def/parliament,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,55,https://lov.linkeddata.es/dataset/lov/vocabs/parl
Participation Vocabulary,part,['Society'],The participation ontology is a simple model for describing the roles that people play within groups. It is intended that specific domains will create subclasses of roles within their own areas of expertise.,http://purl.org/vocab/participation/schema,,http://vocab.org/participation/schema,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/part
PASSIM Ontology,passim,['Travel'],Description of the operation of a transport information service,http://data.lirmm.fr/ontologies/passim,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/passim
PATCHR Ontology,pat,['RDF'],"The Patch Request Ontology provides a schema to describe desired changes in Linked Data. By wrapping the Graph Update Ontology (guo) patch requests can be formulated to add, modify or delete particular triples (or subgraphs) within a dataset.",http://purl.org/hpi/patchr#,,,Not Specified,15,https://lov.linkeddata.es/dataset/lov/vocabs/pat
Pattern Ontology,pattern,['Catalogs'],"An ontology defining formally patterns for segmenting a document into atomic components, in order to be manipulated independently and re-flowed in different contexts.",http://www.essepuntato.it/2008/12/pattern,,,https://creativecommons.org/licenses/by/4.0/,40,https://lov.linkeddata.es/dataset/lov/vocabs/pattern
